	Plot_Nr	sampling.period	Species	mean_SLA	mean_LDMC	Block	N	F	SD	FD	composition
444	81	8/1/2018	Hs	11.25947401	405.0422127	1	0	1	1	F	Hs
445	88	8/1/2019	Pg	21.24620801	184.8569799	2	1	0	1	S	Pg
446	88	6/1/2019	Pg	16.72508429	197.5737446	2	1	0	1	S	Pg
447	88	6/1/2018	Pg	19.86918814	208.8368155	2	1	0	1	S	Pg
448	88	8/1/2017	Pg	16.0044643	213.0887357	2	1	0	1	S	Pg
449	88	8/1/2016	Pg	22.30898018	164.1623216	2	1	0	1	S	Pg
450	88	8/1/2018	Pg	14.36651193	237.4184736	2	1	0	1	S	Pg
451	91	8/1/2019	Ao	18.387594	329.3984985	2	1	1	1	S	Ao
452	91	6/1/2019	Ao	25.56951922	262.7653879	2	1	1	1	S	Ao
453	91	6/1/2018	Ao	20.90566427	269.141249	2	1	1	1	S	Ao
454	91	8/1/2017	Ao	21.39306821	285.6563246	2	1	1	1	S	Ao
455	91	8/1/2016	Ao	23.33628944	287.2881662	2	1	1	1	S	Ao
456	91	8/1/2018	Ao	16.18595189	379.221169	2	1	1	1	S	Ao
457	93	8/1/2019	Lp	18.34560527	335.7701182	2	0	0	1	F	Lp
458	93	6/1/2019	Lp	18.1004796	311.7754426	2	0	0	1	F	Lp
459	93	6/1/2018	Lp	20.0444305	293.7709874	2	0	0	1	F	Lp
460	93	8/1/2017	Lp	20.85537508	255.328459	2	0	0	1	F	Lp
461	93	8/1/2016	Lp	30.12115988	262.1178152	2	0	0	1	F	Lp
462	93	8/1/2018	Lp	14.65596669	345.1213755	2	0	0	1	F	Lp
463	95	8/1/2019	Dc	14.47239718	234.0549368	2	0	0	1	S	Dc
464	95	6/1/2019	Dc	15.37414127	191.2377294	2	0	0	1	S	Dc
465	95	6/1/2018	Dc	18.79209785	245.2872687	2	0	0	1	S	Dc
466	95	8/1/2017	Dc	15.04704963	246.6097321	2	0	0	1	S	Dc
467	95	8/1/2016	Dc	22.13977618	222.4635976	2	0	0	1	S	Dc
468	95	8/1/2018	Dc	13.65366453	279.7036853	2	0	0	1	S	Dc
469	96	8/1/2019	Cj	21.62102211	211.6562547	2	0	1	1	S	Cj
470	96	6/1/2019	Cj	21.73533988	181.1868708	2	0	1	1	S	Cj
471	96	6/1/2018	Cj	21.79565219	193.252598	2	0	1	1	S	Cj
472	96	8/1/2017	Cj	18.54552126	211.9615886	2	0	1	1	S	Cj
473	96	8/1/2016	Cj	16.51190136	212.3933036	2	0	1	1	S	Cj
474	96	8/1/2018	Cj	19.24743907	224.9629477	2	0	1	1	S	Cj
475	97	8/1/2019	Fr	15.39960548	309.3055119	2	1	1	1	S	Fr
476	97	6/1/2019	Fr	17.34212979	299.7457607	2	1	1	1	S	Fr
477	97	6/1/2018	Fr	21.88726397	262.6293208	2	1	1	1	S	Fr
478	97	8/1/2017	Fr	11.05783957	300.0146223	2	1	1	1	S	Fr
479	97	8/1/2016	Fr	11.5816663	331.0011238	2	1	1	1	S	Fr
480	97	8/1/2018	Fr	9.909150675	319.2444327	2	1	1	1	S	Fr
