Date	Person	Block	Plot_Nr	Weed_species	%weeded	Comments
20200529	Anne	1	68	legume	0.5	
20200529	Anne	1	68	herb	1	
20200529	Anne	1	68	grass	2	
20200529	Anne	1	69	Dg	8	
20200529	Anne	1	69	Hl	45	
20200529	Anne	1	69	Cb	28	
20200529	Anne	1	69	To	1	
20200529	Anne	1	69	Hs	0	
20200529	Anne	1	69	As	5	
20200529	Anne	1	69	Ra	2	
20200529	Anne	1	69	Ga	30	
20200529	Anne	1	69	bg	1	
20200529	Anne	1	69	legume	0	
20200529	Anne	1	69	herb	0.5	
20200529	Anne	1	69	grass	0	
20200529	Anne	1	70	Fr	8	
20200529	Anne	1	70	Pt	8	
20200529	Anne	1	70	Cj	38	
20200529	Anne	1	70	To	0	
20200529	Anne	1	70	Hs	0	
20200529	Anne	1	70	Sp	43	
20200529	Anne	1	70	Pm	8	
20200529	Anne	1	70	Ga	5	
20200529	Anne	1	70	bg	0	
20200529	Anne	1	70	legume	0	
20200529	Anne	1	70	herb	0	
20200529	Anne	1	70	grass	0	
20200529	Anne	1	71	Fr	98	
20200529	Anne	1	71	bg	2	
20200529	Anne	1	71	legume	0	
20200529	Anne	1	71	herb	0	
20200529	Anne	1	71	grass	0	
20200529	Anne	1	72	Hp	2	
20200529	Anne	1	72	Dg	0	
20200529	Anne	1	72	Hl	30	
20200529	Anne	1	72	Lp	3	
20200529	Anne	1	72	Pt	1	
20200529	Anne	1	72	Dc	2	
20200529	Anne	1	72	Pg	20	
20200529	Anne	1	72	Pm	30	
20200529	Anne	1	72	Ga	12	
20200529	Anne	1	72	bg	0	
20200529	Anne	1	72	legume	0	
20200529	Anne	1	72	herb	0	
20200529	Anne	1	72	grass	0	
20200529	Anne	1	73	Be	20	
20200529	Anne	1	73	As	3	
20200529	Anne	1	73	Dg	1	
20200529	Anne	1	73	Fr	1	
20200529	Anne	1	73	Hl	1	
20200529	Anne	1	73	Lp	8	
20200529	Anne	1	73	Pt	2	
20200529	Anne	1	73	Dc	1	
20200529	Anne	1	73	Pg	10	
20200529	Anne	1	73	Ra	1	
20200529	Anne	1	73	Pm	66	
20200529	Anne	1	73	Ga	5	
20200529	Anne	1	73	bg	0	
20200529	Anne	1	73	legume	0	
20200529	Anne	1	73	herb	0	
20200529	Anne	1	73	grass	0	
20200529	Anne	1	74	Dg	12	
20200529	Anne	1	74	Lp	50	
20200529	Anne	1	74	Pt	20	
20200529	Anne	1	74	Hs	3	
20200529	Anne	1	74	bg	18	
20200529	Anne	1	74	legume	0	
20200529	Anne	1	74	herb	1	
20200529	Anne	1	74	grass	1	
20200529	Anne	1	75	Be	25	
20200529	Anne	1	75	To	1	
20200529	Anne	1	75	Pm	40	
20200529	Anne	1	75	Ga	40	
20200529	Anne	1	75	bg	0	
20200529	Anne	1	75	legume	0	
20200529	Anne	1	75	herb	0	
20200529	Anne	1	75	grass	0	
20200529	Anne	1	76	Ao	1	
20200529	Anne	1	76	Fr	1	
20200529	Anne	1	76	Am	25	
20200529	Anne	1	76	Cb	2	
20200529	Anne	1	76	Hs	0	
20200529	Anne	1	76	As	0	
20200529	Anne	1	76	Sp	70	
20200529	Anne	1	76	Pm	1	
20200529	Anne	1	76	Ga	18	
20200529	Anne	1	76	bg	0	
20200529	Anne	1	76	legume	0	
20200529	Anne	1	76	herb	0	
20200529	Anne	1	76	grass	0	
20200529	Anne	1	77	Hl	2	
20200529	Anne	1	77	Lp	3	
20200529	Anne	1	77	Pt	1	
20200529	Anne	1	77	Am	60	
20200529	Anne	1	77	Sp	37	
20200529	Anne	1	77	Ga	10	
20200529	Anne	1	77	bg	0	
20200529	Anne	1	77	legume	0	
20200529	Anne	1	77	herb	0	
20200529	Anne	1	77	grass	0	
20200529	Anne	1	78	Ga	97	
20200529	Anne	1	78	bg	3	
20200529	Anne	1	78	legume	0	
20200529	Anne	1	78	herb	0	
20200529	Anne	1	78	grass	0	
20200529	Anne	1	79	Sp	100	
20200529	Anne	1	79	bg	0	
20200529	Anne	1	79	legume	0	
20200529	Anne	1	79	herb	0	
20200529	Anne	1	79	grass	0	
20200529	Anne	1	80	Lp	2	
20200529	Anne	1	80	Pt	8	
20200529	Anne	1	80	Cb	35	
20200529	Anne	1	80	To	1	
20200529	Anne	1	80	Hs	0	
20200529	Anne	1	80	As	2	
20200529	Anne	1	80	Ra	2	
20200529	Anne	1	80	Ga	50	
20200529	Anne	1	80	bg	12	
20200529	Anne	1	80	legume	0	
20200529	Anne	1	80	herb	0	
20200529	Anne	1	80	grass	0	
20200529	Anne	1	81	Hs	30	
20200529	Anne	1	81	bg	50	
20200529	Anne	1	81	legume	0	
20200529	Anne	1	81	herb	20	
20200529	Anne	1	81	grass	0	
20200529	Anne	1	82	Hp	15	
20200529	Anne	1	82	Be	1	
20200529	Anne	1	82	Ao	4	
20200529	Anne	1	82	Am	25	
20200529	Anne	1	82	Cj	45	
20200529	Anne	1	82	Dc	0	
20200529	Anne	1	82	Sp	10	
20200529	Anne	1	82	Pm	7	
20200529	Anne	1	82	bg	0	
20200529	Anne	1	82	legume	1	
20200529	Anne	1	82	herb	0	
20200529	Anne	1	82	grass	0.5	
20200529	Anne	1	83	Hp	6	
20200529	Anne	1	83	Be	3	
20200529	Anne	1	83	Ao	1	
20200529	Anne	1	83	Dg	3	
20200529	Anne	1	83	Fr	3	
20200529	Anne	1	83	Hl	4	
20200529	Anne	1	83	Lp	1	
20200529	Anne	1	83	Pt	2	
20200529	Anne	1	83	Am	25	
20200529	Anne	1	83	Cj	50	
20200529	Anne	1	83	Cb	0	
20200529	Anne	1	83	To	1	
20200529	Anne	1	83	Dc	1	
20200529	Anne	1	83	Hs	0	
20200529	Anne	1	83	As	0	
20200529	Anne	1	83	Sp	5	
20200529	Anne	1	83	Pg	0	
20200529	Anne	1	83	Ra	0	
20200529	Anne	1	83	Pm	2	
20200529	Anne	1	83	Ga	4	
20200529	Anne	1	83	bg	0	
20200529	Anne	1	83	legume	0	
20200529	Anne	1	83	herb	0	
20200529	Anne	1	83	grass	0	
20200529	Anne	1	84	Hp	0	
20200529	Anne	1	84	Be	0	
20200529	Anne	1	84	Ao	0	
20200529	Anne	1	84	Dg	0	
20200529	Anne	1	84	Fr	0	
20200529	Anne	1	84	Hl	30	
20200529	Anne	1	84	Lp	2	
20200529	Anne	1	84	Pt	2	
20200529	Anne	1	84	Am	0	
20200529	Anne	1	84	Cj	0	
20200529	Anne	1	84	Cb	6	
20200529	Anne	1	84	To	0	
20200529	Anne	1	84	Dc	1	
20200529	Anne	1	84	Hs	0	
20200529	Anne	1	84	As	0	
20200529	Anne	1	84	Sp	0	
20200529	Anne	1	84	Pg	0	
20200529	Anne	1	84	Ra	0	
20200529	Anne	1	84	Pm	0	
20200529	Anne	1	84	Ga	80	
20200529	Anne	1	84	bg	0	
20200529	Anne	1	84	legume	0	
20200529	Anne	1	84	herb	0	
20200529	Anne	1	84	grass	0	
20200525	Fabian	2	85	Hp	0	
20200525	Fabian	2	85	Be	3	
20200525	Fabian	2	85	Ao	0	
20200525	Fabian	2	85	Dg	0	
20200525	Fabian	2	85	Fr	1	
20200525	Fabian	2	85	Hl	3	
20200525	Fabian	2	85	Lp	0	
20200525	Fabian	2	85	Pt	0	
20200525	Fabian	2	85	Am	60	
20200525	Fabian	2	85	Cj	25	
20200525	Fabian	2	85	Cb	2	
20200525	Fabian	2	85	To	2	
20200525	Fabian	2	85	Dc	7	
20200525	Fabian	2	85	Hs	0	
20200525	Fabian	2	85	As	0	
20200525	Fabian	2	85	Sp	20	
20200525	Fabian	2	85	Pg	15	
20200525	Fabian	2	85	Ra	0	
20200525	Fabian	2	85	Pm	15	
20200525	Fabian	2	85	Ga	3	
20200525	Fabian	2	85	bg	5	
20200525	Fabian	2	85	legume	0	
20200525	Fabian	2	85	herb	0	
20200525	Fabian	2	85	grass	0	
20200525	Fabian	2	86	Dg	0	
20200525	Fabian	2	86	Hl	7	
20200525	Fabian	2	86	Pt	5	
20200525	Fabian	2	86	Cb	85	
20200525	Fabian	2	86	To	5	
20200525	Fabian	2	86	Hs	0	
20200525	Fabian	2	86	As	0	
20200525	Fabian	2	86	Ga	20	
20200525	Fabian	2	86	bg	15	
20200525	Fabian	2	86	legume	15	
20200525	Fabian	2	86	herb	3	
20200525	Fabian	2	86	grass	0	
20200525	Fabian	2	87	Hp	0	
20200525	Fabian	2	87	Be	40	
20200525	Fabian	2	87	Ao	0	
20200525	Fabian	2	87	Dg	0	
20200525	Fabian	2	87	Fr	0	
20200525	Fabian	2	87	Hl	0	
20200525	Fabian	2	87	Lp	11	
20200525	Fabian	2	87	Pt	3	
20200525	Fabian	2	87	Am	0	
20200525	Fabian	2	87	Cj	0	
20200525	Fabian	2	87	Cb	2	
20200525	Fabian	2	87	To	0	
20200525	Fabian	2	87	Dc	6	
20200525	Fabian	2	87	Hs	0	
20200525	Fabian	2	87	As	0	
20200525	Fabian	2	87	Sp	0	
20200525	Fabian	2	87	Pg	10	
20200525	Fabian	2	87	Ra	0	
20200525	Fabian	2	87	Pm	20	
20200525	Fabian	2	87	Ga	60	
20200525	Fabian	2	87	bg	0	
20200525	Fabian	2	87	legume	0	
20200525	Fabian	2	87	herb	0	
20200525	Fabian	2	87	grass	0	
20200525	Fabian	2	88	Pg	85	
20200525	Fabian	2	88	bg	10	
20200525	Fabian	2	88	legume	0	
20200525	Fabian	2	88	herb	10	
20200525	Fabian	2	88	grass	1	
20200525	Fabian	2	89	Lp	4	
20200525	Fabian	2	89	Pt	4	
20200525	Fabian	2	89	Cb	70	
20200525	Fabian	2	89	To	5	
20200525	Fabian	2	89	Hs	3	
20200525	Fabian	2	89	As	1	
20200525	Fabian	2	89	Ra	0	
20200525	Fabian	2	89	Ga	55	
20200525	Fabian	2	89	bg	2	
20200525	Fabian	2	89	legume	2	
20200525	Fabian	2	89	herb	2	
20200525	Fabian	2	89	grass	0	
20200525	Fabian	2	90	Ao	0.5	
20200525	Fabian	2	90	Dg	0	
20200525	Fabian	2	90	Hl	5	
20200525	Fabian	2	90	Am	40	
20200525	Fabian	2	90	As	0	
20200525	Fabian	2	90	Pg	40	
20200525	Fabian	2	90	Ra	0	
20200525	Fabian	2	90	Pm	25	
20200525	Fabian	2	90	bg	9	
20200525	Fabian	2	90	legume	3	
20200525	Fabian	2	90	herb	6	
20200525	Fabian	2	90	grass	2	
20200525	Fabian	2	91	Ao	65	
20200525	Fabian	2	91	bg	15	
20200525	Fabian	2	91	legume	0	
20200525	Fabian	2	91	herb	20	
20200525	Fabian	2	91	grass	3	
20200526	Fabian	2	92	Hp	8	
20200526	Fabian	2	92	Be	0	
20200526	Fabian	2	92	Ao	0	
20200526	Fabian	2	92	Dg	0	
20200526	Fabian	2	92	Fr	0	
20200526	Fabian	2	92	Hl	0	
20200526	Fabian	2	92	Lp	1	
20200526	Fabian	2	92	Pt	0	
20200526	Fabian	2	92	Am	0	
20200526	Fabian	2	92	Cj	75	
20200526	Fabian	2	92	Cb	0	
20200526	Fabian	2	92	To	0	
20200526	Fabian	2	92	Dc	1	
20200526	Fabian	2	92	Hs	0.5	
20200526	Fabian	2	92	As	0	
20200526	Fabian	2	92	Sp	1	
20200526	Fabian	2	92	Pg	20	
20200526	Fabian	2	92	Ra	0	
20200526	Fabian	2	92	Pm	0	
20200526	Fabian	2	92	Ga	0	
20200526	Fabian	2	92	bg	10	
20200526	Fabian	2	92	legume	0	
20200526	Fabian	2	92	herb	0	
20200526	Fabian	2	92	grass	0	
20200526	Fabian	2	93	Lp	90	
20200526	Fabian	2	93	bg	17	
20200526	Fabian	2	93	legume	0	
20200526	Fabian	2	93	herb	6	
20200526	Fabian	2	93	grass	1	
20200526	Fabian	2	94	Dg	2	
20200526	Fabian	2	94	Hl	35	
20200526	Fabian	2	94	Cb	17	
20200526	Fabian	2	94	To	0	
20200526	Fabian	2	94	Hs	0	
20200526	Fabian	2	94	As	0	
20200526	Fabian	2	94	Ra	3	
20200526	Fabian	2	94	Ga	65	
20200526	Fabian	2	94	bg	6	
20200526	Fabian	2	94	legume	1	
20200526	Fabian	2	94	herb	3	
20200526	Fabian	2	94	grass	0	
20200526	Fabian	2	95	Dc	65	
20200526	Fabian	2	95	bg	35	
20200526	Fabian	2	95	legume	0	
20200526	Fabian	2	95	herb	9	
20200526	Fabian	2	95	grass	0	
20200526	Fabian	2	96	Cj	100	
20200526	Fabian	2	96	bg	10	
20200526	Fabian	2	96	legume	0	
20200526	Fabian	2	96	herb	3	
20200526	Fabian	2	96	grass	0.5	
20200526	Fabian	2	97	Fr	130	
20200526	Fabian	2	97	bg	10	
20200526	Fabian	2	97	legume	0	
20200526	Fabian	2	97	herb	2	
20200526	Fabian	2	97	grass	0	
20200526	Fabian	2	98	Hp	15	
20200526	Fabian	2	98	Be	40	
20200526	Fabian	2	98	Ao	4	
20200526	Fabian	2	98	Am	75	
20200526	Fabian	2	98	Cj	4	
20200526	Fabian	2	98	Dc	2	
20200526	Fabian	2	98	Sp	25	
20200526	Fabian	2	98	Pm	6	
20200526	Fabian	2	98	bg	0	
20200526	Fabian	2	98	legume	3	
20200526	Fabian	2	98	herb	1	
20200526	Fabian	2	98	grass	1	
20200526	Fabian	2	99	Hp	4	
20200526	Fabian	2	99	Be	4	
20200526	Fabian	2	99	Ao	1	
20200526	Fabian	2	99	Dg	6	
20200526	Fabian	2	99	Fr	0	
20200526	Fabian	2	99	Hl	5	
20200526	Fabian	2	99	Lp	0.5	
20200526	Fabian	2	99	Pt	6	
20200526	Fabian	2	99	Am	80	
20200526	Fabian	2	99	Cj	9	
20200526	Fabian	2	99	Cb	7	
20200526	Fabian	2	99	To	6	
20200526	Fabian	2	99	Dc	0	
20200526	Fabian	2	99	Hs	0	
20200526	Fabian	2	99	As	0	
20200526	Fabian	2	99	Sp	9	
20200526	Fabian	2	99	Pg	4	
20200526	Fabian	2	99	Ra	0	
20200526	Fabian	2	99	Pm	3	
20200526	Fabian	2	99	Ga	30	
20200526	Fabian	2	99	bg	5	
20200526	Fabian	2	99	legume	3	
20200526	Fabian	2	99	herb	2	
20200526	Fabian	2	99	grass	1	
20200526	Fabian	2	100	Hp	0	
20200526	Fabian	2	100	Be	8	
20200526	Fabian	2	100	Dg	1	
20200526	Fabian	2	100	Hl	2	
20200526	Fabian	2	100	Cb	85	
20200526	Fabian	2	100	Dc	4	
20200526	Fabian	2	100	Pg	35	
20200526	Fabian	2	100	Ra	3	
20200526	Fabian	2	100	bg	4	
20200526	Fabian	2	100	legume	3	
20200526	Fabian	2	100	herb	4	
20200526	Fabian	2	100	grass	1	
20200526	Fabian	2	101	Hp	0	
20200526	Fabian	2	101	Be	0	
20200526	Fabian	2	101	Ao	0	
20200526	Fabian	2	101	Dg	2	
20200526	Fabian	2	101	Fr	0	
20200526	Fabian	2	101	Hl	0	
20200526	Fabian	2	101	Lp	1	
20200526	Fabian	2	101	Pt	4	
20200526	Fabian	2	101	Am	0	
20200526	Fabian	2	101	Cj	0	
20200526	Fabian	2	101	Cb	80	I found almost only crepis instead of taraxacum
20200526	Fabian	2	101	To	3	
20200526	Fabian	2	101	Dc	20	
20200526	Fabian	2	101	Hs	4	
20200526	Fabian	2	101	As	0	
20200526	Fabian	2	101	Sp	0	
20200526	Fabian	2	101	Pg	0	
20200526	Fabian	2	101	Ra	0	
20200526	Fabian	2	101	Pm	0	
20200526	Fabian	2	101	Ga	5	
20200526	Fabian	2	101	bg	3	
20200526	Fabian	2	101	legume	0	
20200526	Fabian	2	101	herb	0	
20200526	Fabian	2	101	grass	0	
20200526	Fabian	2	102	Hl	18	
20200526	Fabian	2	102	Cb	75	
20200526	Fabian	2	102	As	2	
20200526	Fabian	2	102	Ga	80	
20200526	Fabian	2	102	bg	0	
20200526	Fabian	2	102	legume	1	
20200526	Fabian	2	102	herb	0	
20200526	Fabian	2	102	grass	0.5	
20200526	Fabian	2	103	Hp	0	
20200526	Fabian	2	103	Be	0	
20200526	Fabian	2	103	Ao	0	
20200526	Fabian	2	103	Dg	0	
20200526	Fabian	2	103	Fr	0	
20200526	Fabian	2	103	Hl	2	
20200526	Fabian	2	103	Lp	2	
20200526	Fabian	2	103	Pt	3	
20200526	Fabian	2	103	Am	0	
20200526	Fabian	2	103	Cj	0	
20200526	Fabian	2	103	Cb	90	
20200526	Fabian	2	103	To	0	
20200526	Fabian	2	103	Dc	0	
20200526	Fabian	2	103	Hs	0	
20200526	Fabian	2	103	As	0	
20200526	Fabian	2	103	Sp	0	
20200526	Fabian	2	103	Pg	0	
20200526	Fabian	2	103	Ra	0	
20200526	Fabian	2	103	Pm	0	
20200526	Fabian	2	103	Ga	14	
20200526	Fabian	2	103	bg	2	
20200526	Fabian	2	103	legume	0	
20200526	Fabian	2	103	herb	0	
20200526	Fabian	2	103	grass	0	
20200526	Fabian	2	104	Hp	0	
20200526	Fabian	2	104	Be	1	
20200526	Fabian	2	104	Ao	0	
20200526	Fabian	2	104	Dg	5	
20200526	Fabian	2	104	Fr	8	
20200526	Fabian	2	104	Hl	0	
20200526	Fabian	2	104	Lp	5	
20200526	Fabian	2	104	Pt	5	
20200526	Fabian	2	104	Am	0	
20200526	Fabian	2	104	Cj	2	
20200526	Fabian	2	104	Cb	11	
20200526	Fabian	2	104	To	4	
20200526	Fabian	2	104	Dc	3	
20200526	Fabian	2	104	Hs	3	
20200526	Fabian	2	104	As	0	
20200526	Fabian	2	104	Sp	4	
20200526	Fabian	2	104	Pg	0	
20200526	Fabian	2	104	Ra	0	
20200526	Fabian	2	104	Pm	7	
20200526	Fabian	2	104	Ga	30	
20200526	Fabian	2	104	bg	15	
20200526	Fabian	2	104	legume	0	
20200526	Fabian	2	104	herb	0	
20200526	Fabian	2	104	grass	0	
20200526	Fabian	2	105	Hp	0.5	
20200526	Fabian	2	105	Be	0	
20200526	Fabian	2	105	Ao	2	
20200526	Fabian	2	105	Dg	0.5	
20200526	Fabian	2	105	Fr	0	
20200526	Fabian	2	105	Hl	0	
20200526	Fabian	2	105	Lp	1	
20200526	Fabian	2	105	Pt	2	
20200526	Fabian	2	105	Am	75	
20200526	Fabian	2	105	Cj	0	
20200526	Fabian	2	105	Cb	4	
20200526	Fabian	2	105	To	0	
20200526	Fabian	2	105	Dc	1	
20200526	Fabian	2	105	Hs	0	
20200526	Fabian	2	105	As	0	
20200526	Fabian	2	105	Sp	3	
20200526	Fabian	2	105	Pg	0	
20200526	Fabian	2	105	Ra	0	
20200526	Fabian	2	105	Pm	3	
20200526	Fabian	2	105	Ga	25	
20200526	Fabian	2	105	bg	10	
20200526	Fabian	2	105	legume	0	
20200526	Fabian	2	105	herb	0	
20200526	Fabian	2	105	grass	0	
20200526	Fabian	2	106	Dg	25	
20200526	Fabian	2	106	Lp	50	
20200526	Fabian	2	106	Pt	9	
20200526	Fabian	2	106	To	16	
20200526	Fabian	2	106	bg	20	
20200526	Fabian	2	106	legume	7	
20200526	Fabian	2	106	herb	20	
20200526	Fabian	2	106	grass	7	
20200526	Fabian	2	107	Be	80	
20200526	Fabian	2	107	Fr	5	
20200526	Fabian	2	107	Lp	7	
20200526	Fabian	2	107	Pt	12	
20200526	Fabian	2	107	To	3	
20200526	Fabian	2	107	Dc	0	
20200526	Fabian	2	107	Sp	30	
20200526	Fabian	2	107	Ga	25	
20200526	Fabian	2	107	bg	0	
20200526	Fabian	2	107	legume	0	
20200526	Fabian	2	107	herb	1	
20200526	Fabian	2	107	grass	2	
20200526	Fabian	2	108	Dg	6	
20200526	Fabian	2	108	Cj	17	
20200526	Fabian	2	108	To	0	
20200526	Fabian	2	108	Sp	85	
20200526	Fabian	2	108	bg	3	
20200526	Fabian	2	108	legume	1	
20200526	Fabian	2	108	herb	0.5	
20200526	Fabian	2	108	grass	0.5	
20200526	Fabian	2	109	Hp	13	
20200526	Fabian	2	109	Sp	85	
20200526	Fabian	2	109	Pg	35	
20200526	Fabian	2	109	Pm	25	
20200526	Fabian	2	109	bg	0	
20200526	Fabian	2	109	legume	7	
20200526	Fabian	2	109	herb	0	
20200526	Fabian	2	109	grass	3	
20200526	Fabian	2	110	Fr	0	
20200526	Fabian	2	110	Pt	15	
20200526	Fabian	2	110	Cj	50	
20200526	Fabian	2	110	To	0	
20200526	Fabian	2	110	Hs	0	
20200526	Fabian	2	110	Sp	30	
20200526	Fabian	2	110	Pm	20	
20200526	Fabian	2	110	Ga	9	
20200526	Fabian	2	110	bg	2	
20200526	Fabian	2	110	legume	2	
20200526	Fabian	2	110	herb	0	
20200526	Fabian	2	110	grass	0	
20200527	Fabian	2	111	Hp	40	
20200527	Fabian	2	111	Be	20	
20200527	Fabian	2	111	Ao	3	
20200527	Fabian	2	111	Dg	40	
20200527	Fabian	2	111	Fr	0	
20200527	Fabian	2	111	Hl	0	
20200527	Fabian	2	111	Lp	0	
20200527	Fabian	2	111	Pt	0	
20200527	Fabian	2	111	Am	0	
20200527	Fabian	2	111	Cj	0	
20200527	Fabian	2	111	Cb	0	
20200527	Fabian	2	111	To	0	
20200527	Fabian	2	111	Dc	0	
20200527	Fabian	2	111	Hs	0	
20200527	Fabian	2	111	As	0	
20200527	Fabian	2	111	Sp	0	
20200527	Fabian	2	111	Pg	0	
20200527	Fabian	2	111	Ra	0	
20200527	Fabian	2	111	Pm	0	
20200527	Fabian	2	111	Ga	2	
20200527	Fabian	2	111	bg	9	
20200527	Fabian	2	111	legume	0	
20200527	Fabian	2	111	herb	0	
20200527	Fabian	2	111	grass	0	
20200527	Fabian	2	112	Hp	1	
20200527	Fabian	2	112	Be	0	
20200527	Fabian	2	112	Ao	2	
20200527	Fabian	2	112	Dg	0	
20200527	Fabian	2	112	Fr	0	
20200527	Fabian	2	112	Hl	0	
20200527	Fabian	2	112	Lp	1	
20200527	Fabian	2	112	Pt	1	
20200527	Fabian	2	112	Am	90	
20200527	Fabian	2	112	Cj	0	
20200527	Fabian	2	112	Cb	0	
20200527	Fabian	2	112	To	0	
20200527	Fabian	2	112	Dc	0	
20200527	Fabian	2	112	Hs	0	
20200527	Fabian	2	112	As	0	
20200527	Fabian	2	112	Sp	0	
20200527	Fabian	2	112	Pg	0	
20200527	Fabian	2	112	Ra	0	
20200527	Fabian	2	112	Pm	17	
20200527	Fabian	2	112	Ga	0	
20200527	Fabian	2	112	bg	4	
20200527	Fabian	2	112	legume	0	
20200527	Fabian	2	112	herb	0	
20200527	Fabian	2	112	grass	0	
20200527	Fabian	2	113	Cb	130	
20200527	Fabian	2	113	bg	7	
20200527	Fabian	2	113	legume	2	
20200527	Fabian	2	113	herb	2	
20200527	Fabian	2	113	grass	1	
20200527	Fabian	2	114	Pt	30	
20200527	Fabian	2	114	bg	60	
20200527	Fabian	2	114	legume	0.5	
20200527	Fabian	2	114	herb	13	
20200527	Fabian	2	114	grass	2	
20200527	Fabian	2	115	To	120	
20200527	Fabian	2	115	bg	15	
20200527	Fabian	2	115	legume	0	
20200527	Fabian	2	115	herb	6	
20200527	Fabian	2	115	grass	0.5	
20200527	Fabian	2	116	Hp	0	
20200527	Fabian	2	116	Be	0	
20200527	Fabian	2	116	Ao	0	
20200527	Fabian	2	116	Dg	0	
20200527	Fabian	2	116	Fr	0	
20200527	Fabian	2	116	Hl	8	
20200527	Fabian	2	116	Lp	1	
20200527	Fabian	2	116	Pt	3	
20200527	Fabian	2	116	Am	0	
20200527	Fabian	2	116	Cj	0	
20200527	Fabian	2	116	Cb	30	
20200527	Fabian	2	116	To	0	
20200527	Fabian	2	116	Dc	0	
20200527	Fabian	2	116	Hs	0	
20200527	Fabian	2	116	As	0	
20200527	Fabian	2	116	Sp	0	
20200527	Fabian	2	116	Pg	0	
20200527	Fabian	2	116	Ra	0	
20200527	Fabian	2	116	Pm	0	
20200527	Fabian	2	116	Ga	130	
20200527	Fabian	2	116	bg	4	
20200527	Fabian	2	116	legume	0	
20200527	Fabian	2	116	herb	0	
20200527	Fabian	2	116	grass	0	
20200527	Fabian	2	117	Hp	1	
20200527	Fabian	2	117	Be	5	
20200527	Fabian	2	117	Ao	1	
20200527	Fabian	2	117	Dg	0	
20200527	Fabian	2	117	Fr	0	
20200527	Fabian	2	117	Hl	4	
20200527	Fabian	2	117	Lp	2	
20200527	Fabian	2	117	Pt	3	
20200527	Fabian	2	117	Am	60	
20200527	Fabian	2	117	Cj	6	
20200527	Fabian	2	117	Cb	0	
20200527	Fabian	2	117	To	0	
20200527	Fabian	2	117	Dc	0	
20200527	Fabian	2	117	Hs	0	
20200527	Fabian	2	117	As	0	
20200527	Fabian	2	117	Sp	25	
20200527	Fabian	2	117	Pg	20	
20200527	Fabian	2	117	Ra	0	
20200527	Fabian	2	117	Pm	3	
20200527	Fabian	2	117	Ga	8	
20200527	Fabian	2	117	bg	2	
20200527	Fabian	2	117	legume	5	
20200527	Fabian	2	117	herb	2	
20200527	Fabian	2	117	grass	0	
20200527	Fabian	2	118	Hp	3	
20200527	Fabian	2	118	Be	6	
20200527	Fabian	2	118	Ao	2	
20200527	Fabian	2	118	Dg	0	
20200527	Fabian	2	118	Fr	2	
20200527	Fabian	2	118	Hl	2	
20200527	Fabian	2	118	Lp	0	
20200527	Fabian	2	118	Pt	2	
20200527	Fabian	2	118	Am	30	
20200527	Fabian	2	118	Cj	40	
20200527	Fabian	2	118	Cb	1	
20200527	Fabian	2	118	To	0	
20200527	Fabian	2	118	Dc	0	
20200527	Fabian	2	118	Hs	0	
20200527	Fabian	2	118	As	0	
20200527	Fabian	2	118	Sp	8	
20200527	Fabian	2	118	Pg	15	
20200527	Fabian	2	118	Ra	0	
20200527	Fabian	2	118	Pm	1	
20200527	Fabian	2	118	Ga	0	
20200527	Fabian	2	118	bg	4	
20200527	Fabian	2	118	legume	0	
20200527	Fabian	2	118	herb	0	
20200527	Fabian	2	118	grass	0	
20200527	Fabian	2	119	As	55	
20200527	Fabian	2	119	bg	50	
20200527	Fabian	2	119	legume	2	
20200527	Fabian	2	119	herb	7	
20200527	Fabian	2	119	grass	0	
20200527	Fabian	2	120	Hp	4	
20200527	Fabian	2	120	Be	8	
20200527	Fabian	2	120	Ao	4	
20200527	Fabian	2	120	Fr	3	
20200527	Fabian	2	120	Am	25	
20200527	Fabian	2	120	Cj	65	
20200527	Fabian	2	120	Dc	2	
20200527	Fabian	2	120	Pm	25	
20200527	Fabian	2	120	bg	3	
20200527	Fabian	2	120	legume	4	
20200527	Fabian	2	120	herb	0	
20200527	Fabian	2	120	grass	2	
20200527	Fabian	2	121	Hp	100	
20200527	Fabian	2	121	bg	10	
20200527	Fabian	2	121	legume	1	
20200527	Fabian	2	121	herb	0.5	
20200527	Fabian	2	121	grass	0.5	
20200527	Fabian	2	122	Hp	4	
20200527	Fabian	2	122	Hl	20	
20200527	Fabian	2	122	To	0	
20200527	Fabian	2	122	Dc	5	
20200527	Fabian	2	122	Hs	5	
20200527	Fabian	2	122	As	1	
20200527	Fabian	2	122	Pg	45	
20200527	Fabian	2	122	Pm	35	
20200527	Fabian	2	122	bg	3	
20200527	Fabian	2	122	legume	5	
20200527	Fabian	2	122	herb	1	
20200527	Fabian	2	122	grass	4	
20200527	Fabian	2	123	Hp	1	
20200527	Fabian	2	123	Be	16	
20200527	Fabian	2	123	Ao	4	
20200527	Fabian	2	123	Dg	0	
20200527	Fabian	2	123	Fr	4	
20200527	Fabian	2	123	Hl	5	
20200527	Fabian	2	123	Lp	2	
20200527	Fabian	2	123	Pt	2	
20200527	Fabian	2	123	Am	0	
20200527	Fabian	2	123	Cj	65	
20200527	Fabian	2	123	Cb	0	
20200527	Fabian	2	123	To	0	
20200527	Fabian	2	123	Dc	0	
20200527	Fabian	2	123	Hs	0	
20200527	Fabian	2	123	As	0	
20200527	Fabian	2	123	Sp	0	
20200527	Fabian	2	123	Pg	2	
20200527	Fabian	2	123	Ra	0	
