Date	Person	Block	Plot_Nr	VIP_(1)	Species	original_species_in_non_VIP	%weeded	Comments
20200729	Cecile	1	61	0	Pg		0	
20200729	Cecile	1	61	0	Ra		0	
20200729	Cecile	1	61	0	Pm		0	
20200729	Cecile	1	61	0	Ga	1	55	
20200729	Cecile	1	62	0	Hp	1	3	
20200729	Cecile	1	62	0	Be	1	4	
20200729	Cecile	1	62	0	Ao	1	0	
20200729	Cecile	1	62	0	Dg		0	
20200729	Cecile	1	62	0	Fr	1	0.5	
20200729	Cecile	1	62	0	Hl		0.5	
20200729	Cecile	1	62	0	Lp		0	
20200729	Cecile	1	62	0	Pt		0	
20200729	Cecile	1	62	0	Am	1	2	
20200729	Cecile	1	62	0	Cj		0	
20200729	Cecile	1	62	0	Cb		2	
20200729	Cecile	1	62	0	To		0	
20200729	Cecile	1	62	0	Dc		0.5	
20200729	Cecile	1	62	0	Hs		0	
20200729	Cecile	1	62	0	As		0	
20200729	Cecile	1	62	0	Sp	1	45	
20200729	Cecile	1	62	0	Pg	1	12	
20200729	Cecile	1	62	0	Ra		0	
20200729	Cecile	1	62	0	Pm	1	30	
20200729	Cecile	1	62	0	Ga		1	
20200729	Cecile	1	63	0	Hp		0	
20200729	Cecile	1	63	0	Be		0	
20200729	Cecile	1	63	0	Ao		0	
20200729	Cecile	1	63	0	Dg	1	1	
20200729	Cecile	1	63	0	Fr		0	
20200729	Cecile	1	63	0	Hl	1	1	
20200729	Cecile	1	63	0	Lp	1	1	
20200729	Cecile	1	63	0	Pt		0	
20200729	Cecile	1	63	0	Am		0	
20200729	Cecile	1	63	0	Cj		0	
20200729	Cecile	1	63	0	Cb	1	32	
20200729	Cecile	1	63	0	To	1	8	
20200729	Cecile	1	63	0	Dc		0	
20200729	Cecile	1	63	0	Hs	1	0	
20200729	Cecile	1	63	0	As	1	0	
20200729	Cecile	1	63	0	Sp		0	
20200729	Cecile	1	63	0	Pg		0	
20200729	Cecile	1	63	0	Ra		0	
20200729	Cecile	1	63	0	Pm		0	
20200729	Cecile	1	63	0	Ga	1	2	
20200729	Cecile	1	64	0	Hp		0	
20200729	Cecile	1	64	0	Be		0	
20200729	Cecile	1	64	0	Ao		0	
20200729	Cecile	1	64	0	Dg		0	
20200729	Cecile	1	64	0	Fr		0	
20200729	Cecile	1	64	0	Hl	1	9	
20200729	Cecile	1	64	0	Lp	1	1	
20200729	Cecile	1	64	0	Pt		0	
20200729	Cecile	1	64	0	Am		0	
20200729	Cecile	1	64	0	Cj		0	
20200729	Cecile	1	64	0	Cb	1	6	
20200729	Cecile	1	64	0	To		0	
20200729	Cecile	1	64	0	Dc		0	
20200729	Cecile	1	64	0	Hs		0	
20200729	Cecile	1	64	0	As		0	
20200729	Cecile	1	64	0	Sp		0	
20200729	Cecile	1	64	0	Pg		0	
20200729	Cecile	1	64	0	Ra		0	
20200729	Cecile	1	64	0	Pm		0	
20200729	Cecile	1	64	0	Ga	1	85	
20200729	Cecile	1	65	0	Hp		0	
20200729	Cecile	1	65	0	Be		0	
20200729	Cecile	1	65	0	Ao		0	
20200729	Cecile	1	65	0	Dg	1	1	
20200729	Cecile	1	65	0	Fr		0	
20200729	Cecile	1	65	0	Hl		0.5	
20200729	Cecile	1	65	0	Lp	1	0.5	
20200729	Cecile	1	65	0	Pt	1	0.5	
20200729	Cecile	1	65	0	Am		0.5	
20200729	Cecile	1	65	0	Cj		0	
20200729	Cecile	1	65	0	Cb	1	22	
20200729	Cecile	1	65	0	To	1	25	
20200729	Cecile	1	65	0	Dc		1	
20200729	Cecile	1	65	0	Hs		0	
20200729	Cecile	1	65	0	As	1	0	
20200729	Cecile	1	65	0	Sp		0	
20200729	Cecile	1	65	0	Pg		0	
20200729	Cecile	1	65	0	Ra	1	0	
20200729	Cecile	1	65	0	Pm		0	
20200729	Cecile	1	65	0	Ga	1	30	
20200729	Cecile	1	66	1	Dg		8	
20200729	Cecile	1	66	1	Am		25	
20200729	Cecile	1	66	1	As		2	
20200729	Cecile	1	66	1	Sp		65	
20200729	Cecile	1	66	1	Ga		3	
20200730	Cecile	1	67	1	Hp		85	
20200730	Cecile	1	68	1	Ao		0.5	
20200730	Cecile	1	68	1	Fr		1	
20200730	Cecile	1	68	1	Cj		98	
20200730	Cecile	1	68	1	Pg		4	
20200730	Cecile	1	69	1	Dg		3	
20200730	Cecile	1	69	1	Hl		3	
20200730	Cecile	1	69	1	Cb		15	
20200730	Cecile	1	69	1	To		6	
20200730	Cecile	1	69	1	Hs		0	
20200730	Cecile	1	69	1	As		0.5	
20200730	Cecile	1	69	1	Ra		1	
20200730	Cecile	1	69	1	Ga		40	
20200730	Cecile	1	70	1	Fr		1	
20200730	Cecile	1	70	1	Pt		0.5	
20200730	Cecile	1	70	1	Cj		49	
20200730	Cecile	1	70	1	To		0.5	
20200730	Cecile	1	70	1	Hs		0	
20200730	Cecile	1	70	1	Sp		49	
20200730	Cecile	1	70	1	Pm		20	
20200730	Cecile	1	70	1	Ga		1	
20200730	Cecile	1	71	1	Fr		75	
20200730	Cecile	1	72	0	Hp	1	6	
20200730	Cecile	1	72	0	Be		0	
20200730	Cecile	1	72	0	Ao		0	
20200730	Cecile	1	72	0	Dg	1	0	
20200730	Cecile	1	72	0	Fr		1	
20200730	Cecile	1	72	0	Hl	1	10	
20200730	Cecile	1	72	0	Lp	1	0.5	
20200730	Cecile	1	72	0	Pt		0	
20200730	Cecile	1	72	0	Am		0	
20200730	Cecile	1	72	0	Cj		0	
20200730	Cecile	1	72	0	Cb		0	
20200730	Cecile	1	72	0	To		0	
20200730	Cecile	1	72	0	Dc	1	25	
20200730	Cecile	1	72	0	Hs		0	
20200730	Cecile	1	72	0	As		0	
20200730	Cecile	1	72	0	Sp		0	
20200730	Cecile	1	72	0	Pg	1	35	
20200730	Cecile	1	72	0	Ra		0	
20200730	Cecile	1	72	0	Pm	1	40	
20200730	Cecile	1	72	0	Ga	1	1	
20200730	Cecile	1	73	0	Hp		0.5	
20200730	Cecile	1	73	0	Be	1	2	
20200730	Cecile	1	73	0	Ao		0	
20200730	Cecile	1	73	0	Dg		1	
20200730	Cecile	1	73	0	Fr		0.5	
20200730	Cecile	1	73	0	Hl		0.5	
20200730	Cecile	1	73	0	Lp	1	1	
20200730	Cecile	1	73	0	Pt		0	
20200730	Cecile	1	73	0	Am		0	
20200730	Cecile	1	73	0	Cj		0	
20200730	Cecile	1	73	0	Cb		5	
20200730	Cecile	1	73	0	To		0	
20200730	Cecile	1	73	0	Dc	1	0	
20200730	Cecile	1	73	0	Hs		0	
20200730	Cecile	1	73	0	As	1	10	
20200730	Cecile	1	73	0	Sp		0	
20200730	Cecile	1	73	0	Pg	1	40	
20200730	Cecile	1	73	0	Ra	1	0	
20200730	Cecile	1	73	0	Pm	1	65	
20200730	Cecile	1	73	0	Ga	1	5	
20200730	Cecile	1	74	1	Dg		20	
20200730	Cecile	1	74	1	Lp		20	
20200730	Cecile	1	74	1	Pt		35	
20200730	Cecile	1	74	1	Hs		1	
20200730	Cecile	1	75	1	Be		1	
20200730	Cecile	1	75	1	To		0.5	
20200730	Cecile	1	75	1	Pm		60	
20200730	Cecile	1	75	1	Ga		45	
20200730	Cecile	1	76	0	Hp		0	
20200730	Cecile	1	76	0	Be		0	
20200730	Cecile	1	76	0	Ao	1	0	
20200730	Cecile	1	76	0	Dg		0	
20200730	Cecile	1	76	0	Fr		0	
20200730	Cecile	1	76	0	Hl		0	
20200730	Cecile	1	76	0	Lp		0	
20200730	Cecile	1	76	0	Pt		0	
20200730	Cecile	1	76	0	Am	1	25	
20200730	Cecile	1	76	0	Cj		0	
20200730	Cecile	1	76	0	Cb	1	4	
20200730	Cecile	1	76	0	To		0	
20200730	Cecile	1	76	0	Dc		0	
20200730	Cecile	1	76	0	Hs	1	0	
20200730	Cecile	1	76	0	As	1	0	
20200730	Cecile	1	76	0	Sp	1	80	
20200730	Cecile	1	76	0	Pg		0	
20200730	Cecile	1	76	0	Ra		0	
20200730	Cecile	1	76	0	Pm	1	10	
20200730	Cecile	1	76	0	Ga	1	35	
20200730	Cecile	1	77	0	Hp		0	
20200730	Cecile	1	77	0	Be		0	
20200730	Cecile	1	77	0	Ao		0	
20200730	Cecile	1	77	0	Dg		0	
20200730	Cecile	1	77	0	Fr		0	
20200730	Cecile	1	77	0	Hl		0.5	
20200730	Cecile	1	77	0	Lp		1	
20200730	Cecile	1	77	0	Pt		0	
20200730	Cecile	1	77	0	Am		80	
20200730	Cecile	1	77	0	Cj		0	
20200730	Cecile	1	77	0	Cb		0	
20200730	Cecile	1	77	0	To		0	
20200730	Cecile	1	77	0	Dc		0	
20200730	Cecile	1	77	0	Hs		0	
20200730	Cecile	1	77	0	As		0	
20200730	Cecile	1	77	0	Sp		20	
20200730	Cecile	1	77	0	Pg		0	
20200730	Cecile	1	77	0	Ra		0	
20200730	Cecile	1	77	0	Pm		0	
20200730	Cecile	1	77	0	Ga		20	
20200730	Cecile	1	78	1	Ga		98	
20200730	Cecile	1	79	1	Sp		85	
20200730	Cecile	1	80	1	Lp		0.5	
20200730	Cecile	1	80	1	Pt		0.5	
20200730	Cecile	1	80	1	Cb		40	
20200730	Cecile	1	80	1	To		35	
20200730	Cecile	1	80	1	Hs		0.5	
20200730	Cecile	1	80	1	As		1	
20200730	Cecile	1	80	1	Ra		0.5	
20200730	Cecile	1	80	1	Ga		10	
20200730	Cecile	1	81	1	Hs		33	
20200730	Cecile	1	82	1	Hp		9	
20200730	Cecile	1	82	1	Be		0	
20200730	Cecile	1	82	1	Ao		0	
20200730	Cecile	1	82	1	Am		8	
20200730	Cecile	1	82	1	Cj		60	
20200730	Cecile	1	82	1	Dc		0	
20200730	Cecile	1	82	1	Sp		10	
20200730	Cecile	1	82	1	Pm		12	
20200730	Cecile	1	83	20sp	Hp		2	
20200730	Cecile	1	83	20sp	Be		0.5	
20200730	Cecile	1	83	20sp	Ao		0	
20200730	Cecile	1	83	20sp	Dg		0	
20200730	Cecile	1	83	20sp	Fr		0.5	
20200730	Cecile	1	83	20sp	Hl		0.5	
20200730	Cecile	1	83	20sp	Lp		0.5	
20200730	Cecile	1	83	20sp	Pt		0	
20200730	Cecile	1	83	20sp	Am		18	
20200730	Cecile	1	83	20sp	Cj		80	
20200730	Cecile	1	83	20sp	Cb		0	
20200730	Cecile	1	83	20sp	To		0	
20200730	Cecile	1	83	20sp	Dc		0	
20200730	Cecile	1	83	20sp	Hs		0	
20200730	Cecile	1	83	20sp	As		0	
20200730	Cecile	1	83	20sp	Sp		4	
20200730	Cecile	1	83	20sp	Pg		0	
20200730	Cecile	1	83	20sp	Ra		0	
20200730	Cecile	1	83	20sp	Pm		1	
20200730	Cecile	1	83	20sp	Ga		3	
20200730	Cecile	1	84	0	Hp		0	
20200730	Cecile	1	84	0	Be		0	
20200730	Cecile	1	84	0	Ao		0	
20200730	Cecile	1	84	0	Dg		0.5	
20200730	Cecile	1	84	0	Fr		0	
20200730	Cecile	1	84	0	Hl	1	5	
20200730	Cecile	1	84	0	Lp	1	0	
20200730	Cecile	1	84	0	Pt	1	0.5	
20200730	Cecile	1	84	0	Am		0	
20200730	Cecile	1	84	0	Cj		0	
20200730	Cecile	1	84	0	Cb	1	10	
20200730	Cecile	1	84	0	To	1	2	
20200730	Cecile	1	84	0	Dc		0	
20200730	Cecile	1	84	0	Hs		0	
20200730	Cecile	1	84	0	As	1	0.5	
20200730	Cecile	1	84	0	Sp		0	
20200730	Cecile	1	84	0	Pg		0	
20200730	Cecile	1	84	0	Ra	1	0.5	
20200730	Cecile	1	84	0	Pm		0	
20200730	Cecile	1	84	0	Ga	1	80	
20200730	Anne	2	85	0	Be	1	2	
20200730	Anne	2	85	0	Fr	1	4	
20200730	Anne	2	85	0	Hl		1	
20200730	Anne	2	85	0	Am	1	20	
20200730	Anne	2	85	0	Cj	1	40	
20200730	Anne	2	85	0	Dc	1	2	
20200730	Anne	2	85	0	Sp	1	30	
20200730	Anne	2	85	0	Pg	1	4	
20200730	Anne	2	85	0	Pm	1	8	
20200730	Anne	2	85	0	Ga		1	
20200730	Anne	2	86	1	Dg		1	
20200730	Anne	2	86	1	Hl		2	
20200730	Anne	2	86	1	Pt		0	
20200730	Anne	2	86	1	Cb		35	
20200730	Anne	2	86	1	To		0	
20200730	Anne	2	86	1	Hs		0	
20200730	Anne	2	86	1	As		0	
20200730	Anne	2	86	1	Ga		20	
20200730	Anne	2	87	0	Hp		0	
20200730	Anne	2	87	0	Be	1	10	
20200730	Anne	2	87	0	Ao		0	
20200730	Anne	2	87	0	Dg		0	
20200730	Anne	2	87	0	Fr		0	
20200730	Anne	2	87	0	Hl		0	
20200730	Anne	2	87	0	Lp	1	2	
20200730	Anne	2	87	0	Pt		0	
20200730	Anne	2	87	0	Am		0	
20200730	Anne	2	87	0	Cj		0	
20200730	Anne	2	87	0	Cb		0	
20200730	Anne	2	87	0	To		0	
20200730	Anne	2	87	0	Dc	1	5	
20200730	Anne	2	87	0	Hs		0	
20200730	Anne	2	87	0	As	1	0	
20200730	Anne	2	87	0	Sp		0	
20200730	Anne	2	87	0	Pg	1	20	
20200730	Anne	2	87	0	Ra	1	0	
20200730	Anne	2	87	0	Pm	1	20	
20200730	Anne	2	87	0	Ga	1	75	
20200730	Anne	2	88	1	Pg		82	
20200730	Anne	2	89	1	Lp		5	
20200730	Anne	2	89	1	Pt		0	
20200730	Anne	2	89	1	Cb		30	
20200730	Anne	2	89	1	To		10	
20200730	Anne	2	89	1	Hs		0	
20200730	Anne	2	89	1	As		0	
20200730	Anne	2	89	1	Ra		0	
20200730	Anne	2	89	1	Ga		40	
20200730	Anne	2	90	1	Ao		2	
20200730	Anne	2	90	1	Dg		1	
20200730	Anne	2	90	1	Hl		2	
20200730	Anne	2	90	1	Am		45	
20200730	Anne	2	90	1	As		0	
20200730	Anne	2	90	1	Pg		35	
20200730	Anne	2	90	1	Ra		0	
20200730	Anne	2	90	1	Pm		20	
20200730	Anne	2	91	1	Ao		50	
20200730	Anne	2	92	0	Hp	1	10	
20200730	Anne	2	92	0	Be		0	
20200730	Anne	2	92	0	Ao	1	2	
20200730	Anne	2	92	0	Dg		0	
20200730	Anne	2	92	0	Fr		0	
20200730	Anne	2	92	0	Hl		0	
20200730	Anne	2	92	0	Lp		0	
20200730	Anne	2	92	0	Pt		0	
20200730	Anne	2	92	0	Am		0	
20200730	Anne	2	92	0	Cj	1	60	
20200730	Anne	2	92	0	Cb		0	
20200730	Anne	2	92	0	To		0	
20200730	Anne	2	92	0	Dc		1	
20200730	Anne	2	92	0	Hs		0	
20200730	Anne	2	92	0	As		0	
20200730	Anne	2	92	0	Sp		0	
20200730	Anne	2	92	0	Pg	1	10	
20200730	Anne	2	92	0	Ra		1	
20200730	Anne	2	92	0	Pm		1	
20200730	Anne	2	92	0	Ga		0	
20200730	Anne	2	93	1	Lp		40	
20200730	Anne	2	94	1	Dg		5	
20200730	Anne	2	94	1	Hl		20	
20200730	Anne	2	94	1	Cb		25	
20200730	Anne	2	94	1	To		0	
20200730	Anne	2	94	1	Hs		0	
20200730	Anne	2	94	1	As		0	
20200730	Anne	2	94	1	Ra		0	
20200730	Anne	2	94	1	Ga		60	
20200730	Anne	2	95	1	Dc		65	
20200730	Anne	2	96	1	Cj		95	
20200730	Anne	2	97	1	Fr		90	
20200730	Anne	2	98	1	Hp		20	
20200730	Anne	2	98	1	Be		20	
20200730	Anne	2	98	1	Ao		0	
20200730	Anne	2	98	1	Am		25	
20200730	Anne	2	98	1	Cj		3	
20200730	Anne	2	98	1	Dc		0	
20200730	Anne	2	98	1	Sp		30	
20200730	Anne	2	98	1	Pm		10	
20200731	Anne	2	99	20sp	Hp		10	
20200731	Anne	2	99	20sp	Be		0	
20200731	Anne	2	99	20sp	Ao		0	
20200731	Anne	2	99	20sp	Dg		1	
20200731	Anne	2	99	20sp	Fr		0	
20200731	Anne	2	99	20sp	Hl		1	
20200731	Anne	2	99	20sp	Lp		0.5	
20200731	Anne	2	99	20sp	Pt		0	
20200731	Anne	2	99	20sp	Am		60	
20200731	Anne	2	99	20sp	Cj		5	
20200731	Anne	2	99	20sp	Cb		4	
20200731	Anne	2	99	20sp	To		2	
20200731	Anne	2	99	20sp	Dc		0	
20200731	Anne	2	99	20sp	Hs		0	
20200731	Anne	2	99	20sp	As		0	
20200731	Anne	2	99	20sp	Sp		10	
20200731	Anne	2	99	20sp	Pg		1	
20200731	Anne	2	99	20sp	Ra		0	
20200731	Anne	2	99	20sp	Pm		2	
20200731	Anne	2	99	20sp	Ga		10	
20200731	Anne	2	100	1	Hp		4	
20200731	Anne	2	100	1	Be		4	
20200731	Anne	2	100	1	Dg		4	
20200731	Anne	2	100	1	Hl		2	
20200731	Anne	2	100	1	Cb		40	
20200731	Anne	2	100	1	Dc		5	
20200731	Anne	2	100	1	Pg		25	
20200731	Anne	2	100	1	Ra		0	
20200731	Anne	2	101	0	Hp		0	
20200731	Anne	2	101	0	Be		0	
20200731	Anne	2	101	0	Ao		0	
20200731	Anne	2	101	0	Dg	1	6	
20200731	Anne	2	101	0	Fr		0	
20200731	Anne	2	101	0	Hl		0	
20200731	Anne	2	101	0	Lp	1	3	
20200731	Anne	2	101	0	Pt		0	
20200731	Anne	2	101	0	Am		0	
20200731	Anne	2	101	0	Cj		0	
20200731	Anne	2	101	0	Cb		30	
20200731	Anne	2	101	0	To	1	8	
20200731	Anne	2	101	0	Dc		25	
20200731	Anne	2	101	0	Hs	1	0	
20200731	Anne	2	101	0	As		0	
20200731	Anne	2	101	0	Sp		0	
20200731	Anne	2	101	0	Pg		0	
20200731	Anne	2	101	0	Ra		0	
20200731	Anne	2	101	0	Pm		0	
20200731	Anne	2	101	0	Ga		2	
20200731	Anne	2	102	1	Hl		2	
20200731	Anne	2	102	1	Cb		45	
20200731	Anne	2	102	1	As		0	
20200731	Anne	2	102	1	Ga		45	
20200731	Anne	2	103	0	Hp		0	
20200731	Anne	2	103	0	Be		0	
20200731	Anne	2	103	0	Ao		0	
20200731	Anne	2	103	0	Dg		0	
20200731	Anne	2	103	0	Fr		0	
20200731	Anne	2	103	0	Hl	1	1	
20200731	Anne	2	103	0	Lp	1	2	
20200731	Anne	2	103	0	Pt	1	0	
20200731	Anne	2	103	0	Am		0	
20200731	Anne	2	103	0	Cj		1	
20200731	Anne	2	103	0	Cb	1	30	
20200731	Anne	2	103	0	To	1	0	
20200731	Anne	2	103	0	Dc		0	
20200731	Anne	2	103	0	Hs		0	
20200731	Anne	2	103	0	As	1	0	
20200731	Anne	2	103	0	Sp		0	
20200731	Anne	2	103	0	Pg		0	
20200731	Anne	2	103	0	Ra	1	1	
20200731	Anne	2	103	0	Pm		1	
20200731	Anne	2	103	0	Ga	1	12	
20200731	Anne	2	104	0	Hp		0	
20200731	Anne	2	104	0	Be		0	
20200731	Anne	2	104	0	Ao		0	
20200731	Anne	2	104	0	Dg	1	8	
20200731	Anne	2	104	0	Fr		2	
20200731	Anne	2	104	0	Hl		0	
20200731	Anne	2	104	0	Lp	1	5	
20200731	Anne	2	104	0	Pt		0	
20200731	Anne	2	104	0	Am		0	
20200731	Anne	2	104	0	Cj		0	
20200731	Anne	2	104	0	Cb		50	
20200731	Anne	2	104	0	To		1	
20200731	Anne	2	104	0	Dc		3	
20200731	Anne	2	104	0	Hs	1	3	
20200731	Anne	2	104	0	As		0	
20200731	Anne	2	104	0	Sp		0	
20200731	Anne	2	104	0	Pg		0	
20200731	Anne	2	104	0	Ra	1	0	
20200731	Anne	2	104	0	Pm		5	
20200731	Anne	2	104	0	Ga		15	
20200731	Anne	2	105	0	Hp		2	
20200731	Anne	2	105	0	Be		0	
20200731	Anne	2	105	0	Ao	1	2	
20200731	Anne	2	105	0	Dg		2	
20200731	Anne	2	105	0	Fr		0	
20200731	Anne	2	105	0	Hl		1	
20200731	Anne	2	105	0	Lp		0	
20200731	Anne	2	105	0	Pt		0	
20200731	Anne	2	105	0	Am	1	70	
20200731	Anne	2	105	0	Cj		0	
20200731	Anne	2	105	0	Cb	1	1	
20200731	Anne	2	105	0	To		0	
20200731	Anne	2	105	0	Dc		0	
20200731	Anne	2	105	0	Hs	1	0	
20200731	Anne	2	105	0	As	1	0	
20200731	Anne	2	105	0	Sp	1	2	
20200731	Anne	2	105	0	Pg		0	
20200731	Anne	2	105	0	Ra		0	
20200731	Anne	2	105	0	Pm	1	1	
20200731	Anne	2	105	0	Ga	1	12	
20200731	Anne	2	106	1	Dg		35	
20200731	Anne	2	106	1	Lp		18	
20200731	Anne	2	106	1	Pt		0	
20200731	Anne	2	106	1	To		4	
20200731	Anne	2	107	1	Be		25	
20200731	Anne	2	107	1	Fr		1	
20200731	Anne	2	107	1	Lp		1	
20200731	Anne	2	107	1	Pt		0	
20200731	Anne	2	107	1	To		0	
20200731	Anne	2	107	1	Dc		1	
20200731	Anne	2	107	1	Sp		65	
20200731	Anne	2	107	1	Ga		15	
20200731	Anne	2	108	1	Dg		20	
20200731	Anne	2	108	1	Cj		40	
20200731	Anne	2	108	1	To		1	
20200731	Anne	2	108	1	Sp		40	
20200731	Anne	2	109	1	Hp		20	
20200731	Anne	2	109	1	Sp		45	
20200731	Anne	2	109	1	Pg		20	
20200731	Anne	2	109	1	Pm		20	
20200731	Anne	2	110	1	Fr		1	
20200731	Anne	2	110	1	Pt		0	
20200731	Anne	2	110	1	Cj		52	
20200731	Anne	2	110	1	To		0	
20200731	Anne	2	110	1	Hs		0	
20200731	Anne	2	110	1	Sp		40	
20200731	Anne	2	110	1	Pm		5	
20200731	Anne	2	110	1	Ga		2	
20200731	Anne	2	111	0	Hp	1	30	
20200731	Anne	2	111	0	Be		0	
20200731	Anne	2	111	0	Ao	1	0	
20200731	Anne	2	111	0	Dg	1	40	
20200731	Anne	2	111	0	Fr		0	
20200731	Anne	2	111	0	Hl		0	
20200731	Anne	2	111	0	Lp		0	
20200731	Anne	2	111	0	Pt		0	
20200731	Anne	2	111	0	Am		0	
20200731	Anne	2	111	0	Cj		0	
20200731	Anne	2	111	0	Cb		0	
20200731	Anne	2	111	0	To		0	
20200731	Anne	2	111	0	Dc		0	
20200731	Anne	2	111	0	Hs		0	
20200731	Anne	2	111	0	As		0	
20200731	Anne	2	111	0	Sp		0	
20200731	Anne	2	111	0	Pg		0	
20200731	Anne	2	111	0	Ra	1	1	
20200731	Anne	2	111	0	Pm		0.5	
20200731	Anne	2	111	0	Ga		1	
20200730	Anne	2	112	0	Hp		3	
20200730	Anne	2	112	0	Be		0	
20200730	Anne	2	112	0	Ao	1	2	
20200730	Anne	2	112	0	Dg		1	
20200730	Anne	2	112	0	Fr		0	
20200730	Anne	2	112	0	Hl		1	
20200730	Anne	2	112	0	Lp		0	
20200730	Anne	2	112	0	Pt		1	
20200730	Anne	2	112	0	Am	1	76	
20200730	Anne	2	112	0	Cj		0	
20200730	Anne	2	112	0	Cb		0	
20200730	Anne	2	112	0	To		0	
20200730	Anne	2	112	0	Dc	1	1	
20200730	Anne	2	112	0	Hs		0	
20200730	Anne	2	112	0	As		0	
20200730	Anne	2	112	0	Sp		0	
20200730	Anne	2	112	0	Pg		0	
20200730	Anne	2	112	0	Ra		0	
20200730	Anne	2	112	0	Pm	1	12	
20200730	Anne	2	112	0	Ga		0	
20200731	Anne	2	113	1	Cb		80	
20200731	Anne	2	114	1	Pt		20	
20200731	Anne	2	115	1	To		50	
20200731	Anne	2	116	0	Hp		0	
20200731	Anne	2	116	0	Be		0	
20200731	Anne	2	116	0	Ao		0	
20200731	Anne	2	116	0	Dg		2	
20200731	Anne	2	116	0	Fr		0	
20200731	Anne	2	116	0	Hl	1	10	
20200731	Anne	2	116	0	Lp	1	0	
20200731	Anne	2	116	0	Pt		0	
20200731	Anne	2	116	0	Am		0	
20200731	Anne	2	116	0	Cj		0	
20200731	Anne	2	116	0	Cb	1	8	
20200731	Anne	2	116	0	To		1	
20200731	Anne	2	116	0	Dc		2	
20200731	Anne	2	116	0	Hs		0	
20200731	Anne	2	116	0	As		0	
20200731	Anne	2	116	0	Sp		0	
20200731	Anne	2	116	0	Pg		0	
20200731	Anne	2	116	0	Ra		0	
20200731	Anne	2	116	0	Pm		0	
20200731	Anne	2	116	0	Ga	1	85	
20200731	Anne	2	117	20sp	Hp		10	
20200731	Anne	2	117	20sp	Be		4	
20200731	Anne	2	117	20sp	Ao		1	
20200731	Anne	2	117	20sp	Dg		5	
20200731	Anne	2	117	20sp	Fr		1	
20200731	Anne	2	117	20sp	Hl		5	
20200731	Anne	2	117	20sp	Lp		1	
20200731	Anne	2	117	20sp	Pt		1	
20200731	Anne	2	117	20sp	Am		18	
20200731	Anne	2	117	20sp	Cj		5	
20200731	Anne	2	117	20sp	Cb		1	
20200731	Anne	2	117	20sp	To		0	
20200731	Anne	2	117	20sp	Dc		0	
20200731	Anne	2	117	20sp	Hs		0	
20200731	Anne	2	117	20sp	As		0	
20200731	Anne	2	117	20sp	Sp		30	
20200731	Anne	2	117	20sp	Pg		18	
20200731	Anne	2	117	20sp	Ra		0	
20200731	Anne	2	117	20sp	Pm		1	
20200731	Anne	2	117	20sp	Ga		3	
20200731	Anne	2	118	0	Hp	1	5	
20200731	Anne	2	118	0	Be	1	10	
20200731	Anne	2	118	0	Ao	1	0	
20200731	Anne	2	118	0	Dg		0	
20200731	Anne	2	118	0	Fr	1	1	
20200731	Anne	2	118	0	Hl		1	
20200731	Anne	2	118	0	Lp		0	
20200731	Anne	2	118	0	Pt		0	
20200731	Anne	2	118	0	Am	1	12	
20200731	Anne	2	118	0	Cj	1	45	
20200731	Anne	2	118	0	Cb		0	
20200731	Anne	2	118	0	To		0	
20200731	Anne	2	118	0	Dc		1	
20200731	Anne	2	118	0	Hs		0	
20200731	Anne	2	118	0	As		0	
20200731	Anne	2	118	0	Sp	1	30	
20200731	Anne	2	118	0	Pg	1	1	
20200731	Anne	2	118	0	Ra		0	
20200731	Anne	2	118	0	Pm		0	
20200731	Anne	2	118	0	Ga		0	
20200731	Anne	2	119	1	As		50	
20200731	Anne	2	120	1	Hp		20	
20200731	Anne	2	120	1	Be		5	
20200731	Anne	2	120	1	Ao		1	
20200731	Anne	2	120	1	Fr		1	
20200731	Anne	2	120	1	Am		5	
20200731	Anne	2	120	1	Cj		50	
20200731	Anne	2	120	1	Dc		0	
20200731	Anne	2	120	1	Pm		20	
20200731	Anne	2	121	1	Hp		97	
20200731	Anne	2	122	1	Hp		12	
20200731	Anne	2	122	1	Hl		30	
20200731	Anne	2	122	1	To		0	
20200731	Anne	2	122	1	Dc		17	
20200731	Anne	2	122	1	Hs		3	
20200731	Anne	2	122	1	As		0	
20200731	Anne	2	122	1	Pg		20	
20200731	Anne	2	122	1	Pm		22	
20200803	Anne	2	123	0	Hp	1	8	
20200803	Anne	2	123	0	Be	1	10	
20200803	Anne	2	123	0	Ao	1	0	
20200803	Anne	2	123	0	Dg		0	
20200803	Anne	2	123	0	Fr		0	
20200803	Anne	2	123	0	Hl	1	8	
20200803	Anne	2	123	0	Lp	1	1	
20200803	Anne	2	123	0	Pt		0	
20200803	Anne	2	123	0	Am		0	
20200803	Anne	2	123	0	Cj	1	70	
20200803	Anne	2	123	0	Cb	1	0	
20200803	Anne	2	123	0	To	1	0	
20200803	Anne	2	123	0	Dc		0	
20200803	Anne	2	123	0	Hs		0	
20200803	Anne	2	123	0	As		0	
20200803	Anne	2	123	0	Sp		1	
20200803	Anne	2	123	0	Pg		0	
20200803	Anne	2	123	0	Ra		0	
20200803	Anne	2	123	0	Pm		2	
20200803	Anne	2	123	0	Ga		1	
20200803	Anne	2	124	1	Be		3	
20200803	Anne	2	124	1	Cj		80	
20200803	Anne	2	124	1	Dc		1	
20200803	Anne	2	124	1	Pm		25	
20200803	Anne	2	125	1	Be		7	
