Year	Block	Plot	Nitrogen	Fungicide	SLA	Sown_SLA	Delta_SLA
2018	b	108	0	1	18.99551223	24.5	-5.504487773
2018	b	109	0	1	15.63731617	25	-9.362683832
2018	b	110	0	1	18.35905784	19.29057742	-0.931519579
2018	b	113	1	1	19.00555674	19.00555674	0
2018	b	114	0	0	NA	NA	NA
2018	b	115	1	1	19.48876611	19.48876611	0
2018	b	117	0	0	16.95506848	18.3182812	-1.363212722
2018	b	119	0	0	16.41747314	16.41747314	0
2018	b	120	0	1	15.45555262	14.72850744	0.727045182
2018	b	121	0	1	15.00592995	15.00592995	0
2018	b	122	0	0	17.11945569	17.32166244	-0.202206751
2018	b	124	1	1	22.05957039	28.75	-6.690429611
2018	b	125	0	0	18.28327437	17.38542854	0.897845835
2018	b	126	0	1	17.36325932	17.36325932	0
2018	b	127	0	1	16.84442312	21.5	-4.655576875
2018	b	129	0	0	22.65779021	22.65779021	0
2018	b	130	1	0	20.86304277	20.86304277	0
2018	b	134	0	1	11.40452008	11.40452008	0
2018	b	135	0	0	21.82943764	19.60497816	2.224459484
2018	b	136	0	0	19.94136971	19.14026897	0.801100741
2018	b	137	1	0	14.11782537	23	-8.882174626
2018	b	138	0	0	18.13594291	20	-1.864057091
2018	b	140	0	1	28.95617812	20	8.956178124
2018	b	142	1	0	21.45916584	25	-3.540834158
2018	b	144	1	1	17.68795899	22.5	-4.812041007
2018	b	146	1	1	25.82223884	25.82223884	0
2018	b	148	0	1	14.03801224	14.03801224	0
2018	b	149	1	1	16.22488191	25	-8.77511809
2018	b	150	1	1	16.79600948	16.66830891	0.12770057
2018	b	152	1	1	15.40489054	17.75	-2.345109455
2018	b	155	0	0	14.4169599	16.10914945	-1.692189558
2018	b	156	1	0	16.72423758	16.72423758	0
2018	b	157	1	1	13.96676484	27.75	-13.78323516
2018	b	158	0	1	17.61853305	18.48507242	-0.866539374
2018	b	159	0	0	17.112031	10.75	6.362030996
2018	b	164	0	1	13.95109959	13.95109959	0
2018	b	166	1	1	18.30697119	18.31972269	-0.012751495
2018	b	167	0	1	21.27306899	21.27306899	0
2018	c	169	0	1	20.72223009	20.72223009	0
2018	c	171	0	1	18.72131051	18.48507242	0.23623809
2018	c	172	1	0	18.92833255	23.25	-4.321667454
2018	c	174	1	0	16.65092884	15.59017724	1.0607516
2018	c	176	1	0	16.53179048	16.53179048	0
2018	c	178	1	0	13.24707586	13.24707586	0
2018	c	180	1	0	13.86827623	14.76463286	-0.896356625
2018	c	181	1	0	15.52289076	25	-9.477109241
2018	c	182	0	1	30.13245642	30.13245642	0
2018	c	183	1	0	20.67359887	21.00386801	-0.330269144
2018	c	184	1	1	25.74381254	20.75	4.993812543
2018	c	185	1	1	17.67619505	16.5356613	1.140533749
2018	c	189	1	1	18.7013502	18.16922989	0.532120306
2018	c	190	1	1	17.10432554	18.31972269	-1.215397142
2018	c	191	0	1	12.69917001	25	-12.30082999
2018	c	195	1	1	21.70237272	31.75	-10.04762728
2018	c	197	1	1	21.58307439	21.58307439	0
2018	c	198	0	0	19.4560112	19.4560112	0
2018	c	199	0	0	14.15680341	14.15680341	0
2018	c	200	0	0	26.14488717	12	14.14488717
2018	c	201	1	0	12.77277409	24.75	-11.97722591
2018	c	202	1	0	22.26258221	22.26258221	0
2018	c	204	1	0	15.48245379	15.65623793	-0.173784145
2018	c	205	0	1	22.47315249	21.74985302	0.723299471
2018	c	206	0	1	28.65366657	22.17895072	6.474715851
2018	c	207	0	0	19.64234879	18	1.642348788
2018	c	208	1	1	17.84083595	22.5	-4.659164053
2018	c	210	1	0	16.06014281	16.06014281	0
2018	c	211	0	0	15.38458486	16.70471281	-1.320127952
2018	c	212	0	1	21.12104223	21.12104223	0
2018	c	215	1	0	15.85865273	26	-10.14134727
2018	c	216	1	0	16.55990144	16.55990144	0
2018	c	218	0	0	18.23222074	18	0.23222074
2018	c	219	0	0	24.7924338	24.7924338	0
2018	c	222	1	1	16.57000757	18.65362165	-2.083614083
2018	c	224	1	0	16.62611422	16.62611422	0
2018	c	225	0	1	17.3364429	25.5	-8.163557097
2018	c	228	1	0	19.97615601	21.50981117	-1.533655151
2018	c	229	1	1	13.84368624	13.84368624	0
2018	c	230	0	1	16.72056211	15.97969201	0.740870098
2018	c	231	1	0	16.27089397	19.30669073	-3.035796766
2018	c	232	1	0	36.2416302	36.2416302	0
2018	c	233	1	1	17.77085702	18.31972269	-0.548865671
2018	c	234	1	1	23.54210024	23.54210024	0
2018	c	235	0	0	26.24030245	19	7.240302448
2018	c	237	1	1	24.19625834	17.5	6.696258342
2018	c	241	1	0	18.57262239	18.89334132	-0.32071894
2018	c	242	0	0	22.95605158	22.95605158	0
2018	c	243	0	0	20.63017009	20.79377171	-0.16360162
2018	c	244	1	1	16.32475068	32	-15.67524932
2018	c	247	0	0	17.98211794	18.3182812	-0.336163265
2018	c	248	1	1	27.06925238	27.06925238	0
2018	c	250	0	0	19.24669656	19.24669656	0
2018	c	251	1	1	15.16658164	15.16658164	0
2018	d	253	0	0	17.88909602	13.25	4.639096018
2018	d	256	0	0	18.04025257	28.75	-10.70974743
2018	d	258	0	0	14.15088205	16.04231184	-1.891429786
2018	d	260	1	1	14.37245005	26	-11.62754995
2018	d	262	1	1	14.69003358	14.69003358	0
2018	d	263	0	0	20.21523011	19.07941663	1.135813486
2018	d	266	1	0	20.64940747	26.25	-5.60059253
2018	d	267	1	1	22.56575692	20.64865161	1.917105316
2018	d	268	1	0	13.24748691	17.3471662	-4.099679292
2018	d	269	1	0	14.86086156	16.61632352	-1.755461964
2018	d	271	1	1	19.81009349	16.17649197	3.633601521
2018	d	273	1	0	19.91421809	26.75	-6.835781913
2018	d	274	1	1	16.67817639	16.67817639	0
2018	d	275	1	0	11.81852866	11.81852866	0
2018	d	278	0	1	21.22236898	21.22236898	0
2018	d	279	1	0	15.61241687	15.61241687	0
2018	d	281	0	0	12.37002951	12.37002951	0
2018	d	282	0	1	14.14945884	14.49298497	-0.343526131
2018	d	284	0	0	17.5150289	19	-1.4849711
2018	d	286	0	0	21.11350311	21.11350311	0
2018	d	287	0	1	22.77181673	11.75	11.02181673
2018	d	289	1	0	21.8054233	7	14.8054233
2018	d	290	0	0	17.6600979	18.3182812	-0.658183305
2018	d	291	1	0	19.72191162	19.39491933	0.326992283
2018	d	292	0	1	33.42920916	33.42920916	0
2018	d	294	0	1	21.68248193	21.68248193	0
2018	d	295	0	1	15.73134262	18.48507242	-2.7537298
2018	d	297	1	1	25.76683601	25	0.766836009
2018	d	298	1	1	25.35122481	25.35122481	0
2018	d	299	0	1	24.31628855	24.31628855	0
2018	d	304	0	0	26.44351552	21.00773761	5.435777905
2018	d	305	1	0	21.58202646	26.25	-4.667973543
2018	d	307	1	1	17.97042841	16.8222755	1.148152913
2018	d	308	1	0	16.14053582	18.5695599	-2.429024075
2018	d	309	0	1	11.78453845	23.75	-11.96546155
2018	d	310	0	1	19.19893343	28.75	-9.551066569
2018	d	312	0	1	16.17520331	29.25	-13.07479669
2018	d	313	0	0	19.29601043	19.29601043	0
2018	d	315	1	1	16.16231979	16.16231979	0
2018	d	317	0	1	24.81471495	20.49070646	4.324008494
2018	d	318	0	0	19.56905965	19.56905965	0
2018	d	321	0	1	15.13805002	15.13805002	0
2018	d	322	0	0	17.21755267	19.25	-2.032447326
2018	d	323	1	1	19.60057006	19.42940737	0.171162693
2018	d	325	0	1	17.4615632	20.09064386	-2.629080666
2018	d	326	1	0	19.68764368	20.75	-1.062356324
2018	d	327	1	0	21.39122752	21.39122752	0
2018	d	328	0	1	18.42927129	18.48507242	-0.055801134
2018	d	329	0	0	14.77565621	14.77565621	0
2018	d	330	1	1	15.92176626	15.92176626	0
2018	d	333	1	1	17.04354851	19.13938619	-2.095837676
2018	d	334	0	0	27.72824716	27.72824716	0
2018	d	335	0	0	16.16231979	16.16231979	0
2018	d	336	1	0	15.70303134	15.81881991	-0.115788564
2019	a	1	1	1	19.05672071	18.54863079	0.508089921
2019	a	4	1	0	20.59024765	20.59024765	0
2019	a	6	0	0	16.08776605	16.08776605	0
2019	a	8	1	0	19.77723362	19.77723362	0
2019	a	11	0	1	21.00477049	17.53267439	3.472096104
2019	a	13	0	1	27.13585347	24.1571852	2.978668268
2019	a	15	0	0	19.00678216	18.82343128	0.18335088
2019	a	16	1	1	16.8441127	16.8441127	0
2019	a	17	1	0	22.18357886	22.18357886	0
2019	a	18	0	0	19.31692839	21.04861412	-1.73168573
2019	a	20	1	1	35.59916443	35.59916443	0
2019	a	21	0	0	17.74628999	19.85700561	-2.110715618
2019	a	24	1	0	23.58753388	25.08449789	-1.496964005
2019	a	25	1	0	16.47503765	18.02904446	-1.554006812
2019	a	26	1	1	17.15855969	17.15855969	0
2019	a	30	1	0	11.28809451	11.28809451	0
2019	a	31	0	1	18.92258963	18.92258963	0
2019	a	32	1	0	27.37366743	27.37366743	0
2019	a	33	0	1	18.21620892	22.02083619	-3.804627264
2019	a	35	0	0	19.71479681	18.94319934	0.771597464
2019	a	36	0	1	20.44116614	21.16661298	-0.725446842
2019	a	39	0	1	23.39940186	20.48879484	2.910607021
2019	a	40	1	0	26.72092723	22.96962037	3.751306856
2019	a	41	1	1	15.68523732	16.26628352	-0.581046199
2019	a	42	1	0	18.46851943	18.85244787	-0.383928435
2019	a	43	1	0	18.56919317	19.77166502	-1.202471858
2019	a	44	0	1	20.93504994	19.13859862	1.796451323
2019	a	45	1	1	15.68183564	15.68183564	0
2019	a	46	0	0	14.50291387	19.71513438	-5.212220512
2019	a	47	0	1	23.88155774	23.88155774	0
2019	a	48	1	1	33.50316816	25.20824635	8.294921816
2019	a	49	0	1	20.73708275	17.64608978	3.09099297
2019	a	50	1	1	17.12785342	16.46584261	0.662010811
2019	a	52	1	0	19.60586762	19.60586762	0
2019	a	53	0	1	31.72475301	23.32482346	8.399929548
2019	a	54	0	0	18.36319352	18.07259608	0.290597431
2019	a	56	0	0	19.68273896	19.68273896	0
2019	a	58	0	0	24.92905782	22.04952522	2.879532594
2019	a	59	1	0	19.04106588	19.77166502	-0.730599139
2019	a	60	0	1	20.29113676	20.29113676	0
2019	a	66	0	0	17.94202346	18.33037254	-0.388349079
2019	a	67	0	0	21.95773006	21.95773006	0
2019	a	68	0	0	19.79161669	20.6972868	-0.905670105
2019	a	69	1	1	32.6879683	23.25343647	9.434531833
2019	a	70	0	0	19.40422625	21.18100206	-1.776775802
2019	a	71	0	1	13.76099676	13.76099676	0
2019	a	74	0	1	21.78837547	23.29122246	-1.502846985
2019	a	75	1	0	21.41957268	21.67383276	-0.254260082
2019	a	78	1	0	30.64612564	30.64612564	0
2019	a	79	1	1	20.02509033	20.02509033	0
2019	a	80	1	0	21.81207784	22.9710169	-1.158939057
2019	a	81	0	1	15.14278214	15.14278214	0
2019	a	82	0	1	17.62022842	16.81513601	0.80509241
2019	a	83	1	1	18.6599312	20.58826942	-1.928338219
2019	b	86	0	1	22.84639365	23.14357871	-0.297185059
2019	b	88	1	0	21.24620801	21.24620801	0
2019	b	89	1	1	28.73474645	25.752438	2.982308459
2019	b	90	0	0	18.2615169	19.22734326	-0.965826357
2019	b	91	1	1	18.387594	18.387594	0
2019	b	93	0	0	18.34560527	18.34560527	0
2019	b	94	1	0	27.12836828	20.38854929	6.739818991
2019	b	95	0	0	14.47239718	14.47239718	0
2019	b	96	0	1	21.62102211	21.62102211	0
2019	b	97	1	1	15.39960548	15.39960548	0
2019	b	98	1	0	15.69401044	17.22338426	-1.529373819
2019	b	99	1	0	17.02421366	19.77166502	-2.747451362
2019	b	100	0	1	20.13036235	19.18544724	0.944915114
2019	b	102	1	1	39.64362778	29.03323644	10.61039135
2019	b	106	1	1	19.737409	22.97263216	-3.235223156
2019	b	107	1	1	21.40503728	22.12701898	-0.721981696
2019	b	108	0	1	20.38279085	18.91430515	1.468485695
2019	b	109	0	1	17.76551041	18.02116438	-0.255653973
2019	b	110	0	1	20.36509594	21.45092345	-1.085827511
2019	b	113	1	1	45.05338989	45.05338989	0
2019	b	114	0	0	36.04558904	36.04558904	0
2019	b	115	1	1	16.74167359	16.74167359	0
2019	b	117	0	0	19.6929573	19.85700561	-0.164048309
2019	b	119	0	0	19.2052932	19.2052932	0
2019	b	120	0	1	18.09062978	16.39685005	1.693779731
2019	b	121	0	1	16.76813351	16.76813351	0
2019	b	122	0	0	18.68841039	17.90560766	0.782802734
2019	b	124	1	1	18.04008069	17.19413849	0.845942199
2019	b	125	0	0	18.3361152	18.62103697	-0.284921777
2019	b	126	0	1	17.10728444	17.10728444	0
2019	b	127	0	1	22.47131544	19.54876265	2.922552784
2019	b	129	0	0	21.45619984	21.45619984	0
2019	b	130	1	0	18.89188776	18.89188776	0
2019	b	134	0	1	15.13411399	15.13411399	0
2019	b	135	0	0	23.29262378	21.56643645	1.726187332
2019	b	136	0	0	19.55779559	20.59472509	-1.036929503
2019	b	137	1	0	13.54861684	16.11799403	-2.569377192
2019	b	138	0	0	18.54059496	19.64139081	-1.100795855
2019	b	140	0	1	35.39057173	24.26977533	11.12079639
2019	b	142	1	0	29.73195491	21.94058796	7.791366947
2019	b	144	1	1	26.40189302	25.07502889	1.326864125
2019	b	146	1	1	36.17412057	36.17412057	0
2019	b	148	0	1	15.45969239	15.45969239	0
2019	b	149	1	1	19.63382264	17.89134492	1.742477724
2019	b	150	1	1	16.52279709	17.36565321	-0.842856118
2019	b	152	1	1	20.12632308	22.74613641	-2.619813332
2019	b	155	0	0	16.71915948	18.12996077	-1.410801289
2019	b	156	1	0	14.34239971	14.34239971	0
2019	b	157	1	1	12.66561853	15.33842856	-2.67281003
2019	b	158	0	1	19.50526574	19.95467472	-0.44940898
2019	b	159	0	0	20.21562	22.70816529	-2.492545299
2019	b	164	0	1	14.32768184	14.32768184	0
2019	b	166	1	1	18.68056841	20.58826942	-1.907701006
2019	b	167	0	1	20.76687084	20.76687084	0
2019	c	169	0	1	20.55956365	20.55956365	0
2019	c	171	0	1	19.84955238	19.95467472	-0.105122341
2019	c	172	1	0	19.52877883	21.04662076	-1.517841928
2019	c	174	1	0	17.01180418	17.03605188	-0.024247693
2019	c	176	1	0	20.80832633	20.80832633	0
2019	c	178	1	0	19.55801535	19.55801535	0
2019	c	180	1	0	14.53807921	16.59733681	-2.059257601
2019	c	181	1	0	16.58155653	18.3416222	-1.760065674
2019	c	182	0	1	36.83007721	36.83007721	0
2019	c	183	1	0	20.31539166	21.30257076	-0.9871791
2019	c	184	1	1	33.32164015	23.22020578	10.10143437
2019	c	185	1	1	17.39039627	16.90030395	0.490092321
2019	c	189	1	1	19.65402565	21.79791318	-2.143887536
2019	c	190	1	1	16.78974315	20.58826942	-3.798526267
2019	c	191	0	1	16.16464837	17.93088793	-1.766239557
2019	c	195	1	1	25.97269474	21.60490444	4.367790297
2019	c	197	1	1	20.55054906	20.55054906	0
2019	c	198	0	0	18.74031931	18.74031931	0
2019	c	199	0	0	18.30720492	18.30720492	0
2019	c	200	0	0	26.78320556	20.99451868	5.788686872
2019	c	201	1	0	11.91257017	15.21965589	-3.307085715
2019	c	202	1	0	18.90305997	18.90305997	0
2019	c	204	1	0	15.89570498	18.02892347	-2.133218493
2019	c	205	0	1	22.3794475	23.22316888	-0.843721379
2019	c	206	0	1	33.53485765	23.25989393	10.27496372
2019	c	207	0	0	19.37925684	19.20876039	0.170496446
2019	c	208	1	1	18.72236478	17.91216045	0.810204333
2019	c	210	1	0	17.9452271	17.9452271	0
2019	c	211	0	0	17.94302381	18.30190252	-0.358878707
2019	c	212	0	1	16.3693504	16.3693504	0
2019	c	215	1	0	15.12663248	20.68748559	-5.560853114
2019	c	216	1	0	16.66354762	16.66354762	0
2019	c	218	0	0	20.49946748	23.2007944	-2.701326922
2019	c	219	0	0	19.45734571	19.45734571	0
2019	c	222	1	1	15.48992927	17.72635395	-2.236424675
2019	c	224	1	0	16.88532243	16.88532243	0
2019	c	225	0	1	18.92955838	16.64502053	2.284537844
2019	c	228	1	0	19.60541663	21.71162804	-2.10621141
2019	c	229	1	1	12.30316277	12.30316277	0
2019	c	230	0	1	18.56237197	17.70431404	0.858057934
2019	c	231	1	0	15.91474307	21.98570912	-6.07096605
2019	c	232	1	0	32.76820886	32.76820886	0
2019	c	233	1	1	16.51739987	20.58826942	-4.070869553
2019	c	234	1	1	18.42861766	18.42861766	0
2019	c	235	0	0	24.16867399	21.40317595	2.765498035
2019	c	237	1	1	19.74125737	22.33547512	-2.594217757
2019	c	241	1	0	19.16643479	19.52152233	-0.355087536
2019	c	242	0	0	24.67592475	24.67592475	0
2019	c	243	0	0	18.70131144	19.73790179	-1.036590346
2019	c	244	1	1	18.89462807	18.13581373	0.758814345
2019	c	247	0	0	20.71514912	19.85700561	0.858143503
2019	c	248	1	1	19.96068539	19.96068539	0
2019	c	250	0	0	20.12327857	20.12327857	0
2019	c	251	1	1	14.19304544	14.19304544	0
2019	d	253	0	0	19.10161692	22.99659336	-3.89497644
2019	d	256	0	0	18.86725757	19.2272735	-0.360015924
2019	d	258	0	0	16.25533291	18.24776322	-1.99243031
2019	d	260	1	1	14.39285097	17.26856756	-2.875716597
2019	d	262	1	1	19.43282465	19.43282465	0
2019	d	263	0	0	21.66303987	21.42260788	0.24043199
2019	d	266	1	0	18.15096053	18.0828292	0.068131333
2019	d	267	1	1	32.95527048	22.26558422	10.68968625
2019	d	268	1	0	13.30006612	18.93506161	-5.634995484
2019	d	269	1	0	19.92207533	18.63268494	1.289390392
2019	d	271	1	1	18.34041412	17.75270855	0.587705571
2019	d	273	1	0	17.43048233	18.25066237	-0.820180039
2019	d	274	1	1	17.82198795	17.82198795	0
2019	d	275	1	0	13.1497478	13.1497478	0
2019	d	278	0	1	18.93147401	18.93147401	0
2019	d	279	1	0	14.64840686	14.64840686	0
2019	d	281	0	0	13.91967782	13.91967782	0
2019	d	282	0	1	16.38670872	15.83263284	0.554075881
2019	d	284	0	0	19.08320382	16.78039206	2.302811761
2019	d	286	0	0	18.30671719	18.30671719	0
2019	d	287	0	1	21.06135883	23.59786452	-2.536505698
2019	d	289	1	0	26.03966715	23.76863091	2.27103624
2019	d	290	0	0	19.04514815	19.85700561	-0.811857464
2019	d	291	1	0	17.89768485	20.3596124	-2.461927552
2019	d	292	0	1	36.4481927	36.4481927	0
2019	d	294	0	1	21.01435134	21.01435134	0
2019	d	295	0	1	18.67347956	19.95467472	-1.281195168
2019	d	297	1	1	34.11566517	22.33174824	11.78391693
2019	d	298	1	1	18.99914156	18.99914156	0
2019	d	299	0	1	20.58493721	20.58493721	0
2019	d	304	0	0	24.66253185	21.8819429	2.780588957
2019	d	305	1	0	28.12051396	21.59657511	6.523938847
2019	d	307	1	1	17.30862566	16.84446913	0.46415653
2019	d	308	1	0	17.58946329	19.77166502	-2.182201729
2019	d	309	0	1	15.30026216	16.14867957	-0.848417409
2019	d	310	0	1	18.92314152	20.74670046	-1.823558937
2019	d	312	0	1	18.16567355	18.23216537	-0.066491822
2019	d	313	0	0	18.89326016	18.89326016	0
2019	d	315	1	1	17.74687559	17.74687559	0
2019	d	317	0	1	24.31974169	21.18341348	3.13632821
2019	d	318	0	0	16.95578345	16.95578345	0
2019	d	321	0	1	15.17168579	15.17168579	0
2019	d	322	0	0	20.04344501	19.68333277	0.360112233
2019	d	323	1	1	33.50050812	23.25529991	10.24520821
2019	d	325	0	1	18.35405036	21.52020388	-3.166153523
2019	d	326	1	0	22.89771811	22.84129481	0.056423302
2019	d	327	1	0	18.15812736	18.15812736	0
2019	d	328	0	1	20.64637633	19.95467472	0.691701607
2019	d	329	0	0	14.98526703	14.98526703	0
2019	d	330	1	1	15.26335199	15.26335199	0
2019	d	333	1	1	19.04293615	21.04923769	-2.006301542
2019	d	334	0	0	28.64334771	28.64334771	0
2019	d	335	0	0	16.87866605	16.87866605	0
2019	d	336	1	0	16.06287906	17.79621681	-1.733337747
2020	a	1	1	1	26.13193993	22.28111824	3.850821689
2020	a	4	1	0	18.99407332	18.99407332	0
2020	a	6	0	0	17.12355588	17.12355588	0
2020	a	8	1	0	20.9698495	20.9698495	0
2020	a	11	0	1	19.2843272	16.53441142	2.749915777
2020	a	13	0	1	25.98516344	24.6219181	1.363245345
2020	a	15	0	0	22.13261727	17.90831543	4.224301836
2020	a	16	1	1	16.54552436	16.54552436	0
2020	a	17	1	0	24.24539411	24.24539411	0
2020	a	18	0	0	22.62753305	19.01310453	3.614428529
2020	a	20	1	1	29.43205128	29.43205128	0
2020	a	21	0	0	17.74218258	19.40835585	-1.666173269
2020	a	24	1	0	20.24520514	22.09347276	-1.84826762
2020	a	25	1	0	16.98078599	17.83472299	-0.853936997
2020	a	26	1	1	24.81800584	24.81800584	0
2020	a	30	1	0	10.30678144	10.30678144	0
2020	a	31	0	1	19.95975848	19.95975848	0
2020	a	32	1	0	24.41063492	24.41063492	0
2020	a	33	0	1	20.05205842	18.08802418	1.964034232
2020	a	35	0	0	17.85171359	20.74726661	-2.895553022
2020	a	36	0	1	25.8908717	22.84395586	3.046915838
2020	a	39	0	1	15.12730781	19.69295051	-4.5656427
2020	a	40	1	0	18.68383263	21.7485859	-3.064753267
2020	a	41	1	1	15.8607842	17.22395087	-1.363166679
2020	a	42	1	0	22.40838529	19.40483331	3.003551971
2020	a	43	1	0	21.46818826	19.78555468	1.682633581
2020	a	44	0	1	16.38163503	18.07286982	-1.691234791
2020	a	45	1	1	15.89814573	15.89814573	0
2020	a	46	0	0	13.28166876	15.06775338	-1.786084628
2020	a	47	0	1	16.5538852	16.5538852	0
2020	a	48	1	1	25.70748867	23.76854983	1.938938836
2020	a	49	0	1	18.6040319	18.21888123	0.385150669
2020	a	50	1	1	17.92093287	16.30177729	1.619155581
2020	a	52	1	0	19.0691828	19.0691828	0
2020	a	53	0	1	22.65783896	19.11449305	3.54334591
2020	a	54	0	0	18.51227858	17.48041505	1.031863524
2020	a	56	0	0	18.45044864	18.45044864	0
2020	a	58	0	0	26.49770754	23.37580396	3.121903576
2020	a	59	1	0	21.42820744	19.78555468	1.642652757
2020	a	60	0	1	28.15407246	28.15407246	0
2020	a	66	0	0	20.35322106	20.56070352	-0.207482461
2020	a	67	0	0	18.5304457	18.5304457	0
2020	a	68	0	0	18.29995717	15.98241529	2.317541884
2020	a	69	1	1	28.54177894	22.47255876	6.069220187
2020	a	70	0	0	19.84582721	18.55286112	1.292966087
2020	a	71	0	1	8.943892555	8.943892555	0
2020	a	74	0	1	23.78730337	21.60573089	2.181572475
2020	a	75	1	0	18.9202635	18.20080669	0.71945681
2020	a	78	1	0	18.15119048	18.15119048	0
2020	a	79	1	1	20.94696926	20.94696926	0
2020	a	80	1	0	21.77787596	21.7904549	-0.012578948
2020	a	81	0	1	17.61175871	17.61175871	0
2020	a	82	0	1	18.60044447	16.45315909	2.147285376
2020	a	83	1	1	24.85731419	20.29669669	4.560617508
2020	b	86	0	1	26.19875193	23.08104386	3.117708066
2020	b	88	1	0	18.76443499	18.76443499	0
2020	b	89	1	1	27.72221203	23.14687245	4.575339578
2020	b	90	0	0	15.67723209	20.35099293	-4.673760847
2020	b	91	1	1	20.15289916	20.15289916	0
2020	b	93	0	0	19.87502165	19.87502165	0
2020	b	94	1	0	20.93238341	20.9596252	-0.027241795
2020	b	95	0	0	13.83824302	13.83824302	0
2020	b	96	0	1	20.83549433	20.83549433	0
2020	b	97	1	1	13.79766082	13.79766082	0
2020	b	98	1	0	15.68396324	17.74082162	-2.056858372
2020	b	99	1	0	14.10658102	19.78555468	-5.678973658
2020	b	100	0	1	22.31869547	19.24602441	3.072671055
2020	b	102	1	1	28.86292866	25.17050498	3.692423685
2020	b	106	1	1	21.40780797	22.85715059	-1.449342613
2020	b	107	1	1	21.26752996	21.20174517	0.065784791
2020	b	108	0	1	20.39621605	20.46356842	-0.067352366
2020	b	109	0	1	17.06982106	16.13230904	0.937512023
2020	b	110	0	1	20.15612028	19.21498203	0.941138247
2020	b	113	1	1	25.54563168	25.54563168	0
2020	b	114	0	0	22.8	22.8	0
2020	b	115	1	1	18.4902046	18.4902046	0
2020	b	117	0	0	19.48272649	19.40835585	0.074370635
2020	b	119	0	0	20.51449428	20.51449428	0
2020	b	120	0	1	17.38535129	15.06241322	2.32293807
2020	b	121	0	1	13.00292935	13.00292935	0
2020	b	122	0	0	19.84229711	18.51038535	1.331911757
2020	b	124	1	1	25.7776174	19.98772401	5.789893391
2020	b	125	0	0	19.70574151	16.88681564	2.818925866
2020	b	126	0	1	20.06985954	20.06985954	0
2020	b	127	0	1	19.45368298	16.08759458	3.366088404
2020	b	129	0	0	26.20239147	26.20239147	0
2020	b	130	1	0	24.66992398	24.66992398	0
2020	b	134	0	1	11.84482975	11.84482975	0
2020	b	135	0	0	24.64987769	21.40009517	3.249782519
2020	b	136	0	0	24.88213684	21.83037902	3.051757816
2020	b	137	1	0	15.05545199	17.64347998	-2.588027987
2020	b	138	0	0	19.37904005	20.4844986	-1.105458547
2020	b	140	0	1	22.23304389	19.701493	2.531550889
2020	b	142	1	0	18.253256	19.09548146	-0.842225465
2020	b	144	1	1	15.38299773	19.00783797	-3.624840239
2020	b	146	1	1	32.36	32.36	0
2020	b	148	0	1	17.44722776	17.44722776	0
2020	b	149	1	1	19.12666294	16.45870213	2.667960811
2020	b	150	1	1	19.29073388	18.53468278	0.756051098
2020	b	152	1	1	20.88940951	20.81020101	0.0792085
2020	b	155	0	0	17.23580067	16.42948469	0.806315977
2020	b	156	1	0	14.99126795	14.99126795	0
2020	b	157	1	1	11.66326054	14.46017774	-2.7969172
2020	b	158	0	1	17.55232237	18.92853305	-1.376210683
2020	b	159	0	0	21.00219166	20.28116168	0.721029985
2020	b	164	0	1	14.90256208	14.90256208	0
2020	b	166	1	1	19.51318288	20.29669669	-0.783513808
2020	b	167	0	1	15.73834464	15.73834464	0
2020	c	169	0	1	20.15024982	20.15024982	0
2020	c	171	0	1	18.21358004	18.92853305	-0.714953014
2020	c	172	1	0	15.41456401	20.62214561	-5.207581607
2020	c	174	1	0	19.78219033	17.52963124	2.252559094
2020	c	176	1	0	17.98714286	17.98714286	0
2020	c	178	1	0	19.54384824	19.54384824	0
2020	c	180	1	0	16.71698432	16.86371065	-0.146726327
2020	c	181	1	0	17.08858295	17.44554664	-0.356963695
2020	c	182	0	1	22.95761905	22.95761905	0
2020	c	183	1	0	23.18072688	21.94888149	1.231845386
2020	c	184	1	1	31.86112144	22.68636156	9.174759877
2020	c	185	1	1	18.71469905	18.18981022	0.524888824
2020	c	189	1	1	24.23951307	22.8394117	1.400101369
2020	c	190	1	1	23.85442047	20.29669669	3.557723786
2020	c	191	0	1	15.78682725	18.0061744	-2.219347144
2020	c	195	1	1	27.69389582	21.48280459	6.211091229
2020	c	197	1	1	22.14340531	22.14340531	0
2020	c	198	0	0	22.41314443	22.41314443	0
2020	c	199	0	0	8.363988604	8.363988604	0
2020	c	200	0	0	26.48403992	21.30898879	5.175051125
2020	c	201	1	0	10.71483767	15.65442917	-4.939591493
2020	c	202	1	0	25.004876	25.004876	0
2020	c	204	1	0	19.16452227	19.13850489	0.026017386
2020	c	205	0	1	25.9788791	21.73514229	4.243736802
2020	c	206	0	1	23.23334903	21.64291104	1.590437998
2020	c	207	0	0	18.94397886	21.88179226	-2.937813405
2020	c	208	1	1	25.68090012	19.52858719	6.152312931
2020	c	210	1	0	22.55109298	22.55109298	0
2020	c	211	0	0	17.75880005	17.6902922	0.068507849
2020	c	212	0	1	20.79866997	20.79866997	0
2020	c	215	1	0	18.6399565	21.47495387	-2.834997369
2020	c	216	1	0	14.30863655	14.30863655	0
2020	c	218	0	0	24.66909349	22.33464941	2.334444085
2020	c	219	0	0	28.51649726	28.51649726	0
2020	c	222	1	1	14.32428849	18.72073963	-4.39645114
2020	c	224	1	0	16.03900524	16.03900524	0
